        0.0000000000        0.0016715286        0.0014399205        0.0016073813        0.0014815917        0.0015675577        0.0013660804        0.0015865222        0.0013596698        0.0017236523        0.0015155616        0.0018455438        0.0014993015        0.0020470129        0.0018810546        0.0021677167        0.0018931137        0.0021866611        0.0019590233        0.0021470803        0.0020080026        0.0019635753        0.0016452085        0.0018545788        0.0017261638        0.0019635753        0.0016452085        0.0018582860        0.0017868607        0.0016709434        0.0014245409        0.0015761052        0.0014918774        0.0015387445        0.0013675670        0.0015552997        0.0013137082        0.0017629033        0.0016918273        0.0019147873        0.0016713188        0.0021443791        0.0020452102        0.0022163927        0.0020666624        0.0022094162        0.0019399374        0.0021470803        0.0020080026        0.0021866611        0.0019590233        0.0021140074        0.0019839368        0.0019568757        0.0017283671        0.0018216465        0.0018720782        0.0016127190        0.0013610438        0.0014915640        0.0014859733        0.0014757001        0.0014031080        0.0015303196        0.0017834553        0.0019091595        0.0019147873        0.0016713188        0.0021443791        0.0020452102        0.0021677167        0.0018931137        0.0020470129        0.0018810546        0.0020562135        0.0016892086        0.0021138896        0.0019614714        0.0020492043        0.0019073828        0.0019014525        0.0018072529        0.0017806806        0.0019996023        0.0015556993        0.0014915640        0.0014859733        0.0014757001        0.0014031080        0.0015552997        0.0013137082        0.0017629033        0.0016918273        0.0018455438        0.0014993015        0.0017236523        0.0015155616        0.0017819499        0.0014112112        0.0019500901        0.0017175240        0.0019972826        0.0016071211        0.0020584933        0.0019957282        0.0020492043        0.0019073828        0.0019014525        0.0018072529        0.0018216465        0.0018720782        0.0016127190        0.0013610438        0.0015761052        0.0014918774        0.0015387445        0.0013675670        0.0015865222        0.0013596698        0.0015675577        0.0013660804        0.0015862484        0.0013839858        0.0016979242        0.0014408846        0.0017819499        0.0014112112        0.0019500901        0.0017175240        0.0020562135        0.0016892086        0.0021138896        0.0019614714        0.0021140074        0.0019839368        0.0019568757        0.0017283671        0.0018582860        0.0017868607        0.0016709434        0.0014245409        0.0016073813        0.0014815917
        0.2000000000        0.0023535367        0.0020113554        0.0022958976        0.0020442278        0.0022904060        0.0019764040        0.0023225043        0.0019436072        0.0025073076        0.0022037737        0.0026563585        0.0021830363        0.0028882181        0.0026729575        0.0030199524        0.0027167200        0.0029978218        0.0027023248        0.0029208450        0.0027869149        0.0026753292        0.0022397289        0.0025437610        0.0023457910        0.0026753292        0.0022397289        0.0025524305        0.0024400175        0.0023493788        0.0019849650        0.0022417143        0.0020554019        0.0022375021        0.0019702440        0.0022662664        0.0018678050        0.0025546844        0.0024645616        0.0027478775        0.0024458794        0.0030135500        0.0029072496        0.0030794141        0.0029772650        0.0030176627        0.0026647573        0.0029208450        0.0027869149        0.0029978218        0.0027023248        0.0028968749        0.0027709000        0.0026799895        0.0023688446        0.0025114771        0.0025913637        0.0022604537        0.0018874142        0.0021121541        0.0020489884        0.0021361885        0.0020234285        0.0022253930        0.0025804646        0.0027973127        0.0027478775        0.0024458794        0.0030135500        0.0029072496        0.0030199524        0.0027167200        0.0028882181        0.0026729575        0.0028825431        0.0024250707        0.0029237268        0.0027399203        0.0028323454        0.0026931579        0.0026206195        0.0025098555        0.0024604858        0.0028011099        0.0021776462        0.0021121541        0.0020489884        0.0021361885        0.0020234285        0.0022662664        0.0018678050        0.0025546844        0.0024645616        0.0026563585        0.0021830363        0.0025073076        0.0022037737        0.0025741733        0.0020583590        0.0027655032        0.0024527374        0.0028117184        0.0023126965        0.0028615780        0.0028152314        0.0028323454        0.0026931579        0.0026206195        0.0025098555        0.0025114771        0.0025913637        0.0022604537        0.0018874142        0.0022417143        0.0020554019        0.0022375021        0.0019702440        0.0023225043        0.0019436072        0.0022904060        0.0019764040        0.0023279905        0.0019841160        0.0024750390        0.0020978884        0.0025741733        0.0020583590        0.0027655032        0.0024527374        0.0028825431        0.0024250707        0.0029237268        0.0027399203        0.0028968749        0.0027709000        0.0026799895        0.0023688446        0.0025524305        0.0024400175        0.0023493788        0.0019849650        0.0022958976        0.0020442278
        0.4000000000        0.0032438630        0.0027415595        0.0031990488        0.0027610803        0.0032347787        0.0027563651        0.0032808434        0.0026924912        0.0035178253        0.0030782843        0.0036977257        0.0030569738        0.0039639916        0.0036800667        0.0041002339        0.0037673660        0.0040270938        0.0036400999        0.0038937998        0.0037614541        0.0035837927        0.0029876252        0.0034283962        0.0031166133        0.0035837927        0.0029876252        0.0034573646        0.0032686996        0.0032434295        0.0027051904        0.0031268463        0.0027861076        0.0031571863        0.0027430560        0.0032006098        0.0025819101        0.0035798400        0.0034594157        0.0038207170        0.0034545220        0.0041157964        0.0040030412        0.0041648566        0.0041494458        0.0040274054        0.0035650196        0.0038937998        0.0037614541        0.0040270938        0.0036400999        0.0039145383        0.0037767052        0.0036339956        0.0032005748        0.0034454653        0.0035467452        0.0031364288        0.0025735672        0.0029555204        0.0027988770        0.0030172040        0.0028268553        0.0031455982        0.0036172469        0.0039589300        0.0038207170        0.0034545220        0.0041157964        0.0040030412        0.0041002339        0.0037673660        0.0039639916        0.0036800667        0.0039532329        0.0033615500        0.0039903354        0.0037616168        0.0038913189        0.0037297886        0.0036082698        0.0034633207        0.0034033221        0.0039008718        0.0030348499        0.0029555204        0.0027988770        0.0030172040        0.0028268553        0.0032006098        0.0025819101        0.0035798400        0.0034594157        0.0036977257        0.0030569738        0.0035178253        0.0030782843        0.0035945200        0.0028800684        0.0038244325        0.0033986685        0.0038828432        0.0032139447        0.0039430950        0.0039199631        0.0038913189        0.0037297886        0.0036082698        0.0034633207        0.0034454653        0.0035467452        0.0031364288        0.0025735672        0.0031268463        0.0027861076        0.0031571863        0.0027430560        0.0032808434        0.0026924912        0.0032347787        0.0027563651        0.0032915193        0.0027524873        0.0034772715        0.0029304989        0.0035945200        0.0028800684        0.0038244325        0.0033986685        0.0039532329        0.0033615500        0.0039903354        0.0037616168        0.0039145383        0.0037767052        0.0036339956        0.0032005748        0.0034573646        0.0032686996        0.0032434295        0.0027051904        0.0031990488        0.0027610803
        0.6000000000        0.0043538473        0.0036150766        0.0043292435        0.0036162093        0.0044075242        0.0036878989        0.0044656290        0.0035911759        0.0047486861        0.0041145195        0.0049622235        0.0041033048        0.0052605923        0.0048745620        0.0053939992        0.0050243016        0.0052626910        0.0047453500        0.0050545442        0.0049020061        0.0046888651        0.0038680478        0.0045125674        0.0040130372        0.0046888651        0.0038680478        0.0045823919        0.0042521464        0.0043681220        0.0035716045        0.0042498453        0.0036725877        0.0043106109        0.0036714739        0.0043719028        0.0034444064        0.0048420216        0.0046638359        0.0051357225        0.0046944958        0.0054411116        0.0053113270        0.0054586059        0.0055722036        0.0052227975        0.0046102718        0.0050545442        0.0049020061        0.0052626910        0.0047453500        0.0051660156        0.0049754695        0.0048299079        0.0042110767        0.0046458456        0.0047321181        0.0042649535        0.0034097348        0.0040482800        0.0037315504        0.0041405683        0.0038059933        0.0043111612        0.0049049859        0.0053959491        0.0051357225        0.0046944958        0.0054411116        0.0053113270        0.0053939992        0.0050243016        0.0052605923        0.0048745620        0.0052564782        0.0044699336        0.0053131401        0.0050116197        0.0052386687        0.0050013077        0.0048895362        0.0046712777        0.0046397855        0.0053084884        0.0041582370        0.0040482800        0.0037315504        0.0041405683        0.0038059933        0.0043719028        0.0034444064        0.0048420216        0.0046638359        0.0049622235        0.0041033048        0.0047486861        0.0041145195        0.0048300337        0.0038522449        0.0051135193        0.0045276895        0.0052022701        0.0042809104        0.0053098385        0.0053061164        0.0052386687        0.0050013077        0.0048895362        0.0046712777        0.0046458456        0.0047321181        0.0042649535        0.0034097348        0.0042498453        0.0036725877        0.0043106109        0.0036714739        0.0044656290        0.0035911759        0.0044075242        0.0036878989        0.0044777012        0.0036724364        0.0046947751        0.0039110297        0.0048300337        0.0038522449        0.0051135193        0.0045276895        0.0052564782        0.0044699336        0.0053131401        0.0050116197        0.0051660156        0.0049754695        0.0048299079        0.0042110767        0.0045823919        0.0042521464        0.0043681220        0.0035716045        0.0043292435        0.0036162093
        0.8000000000        0.0056932032        0.0045995353        0.0056954971        0.0045774137        0.0058103556        0.0047350236        0.0058737062        0.0046056707        0.0061819771        0.0052678427        0.0064275599        0.0052837805        0.0067453065        0.0062020895        0.0068703379        0.0064415209        0.0066805210        0.0059691880        0.0063869938        0.0061586727        0.0059893725        0.0048457655        0.0058008951        0.0049965547        0.0059893725        0.0048457655        0.0059315959        0.0053503784        0.0057336504        0.0045515663        0.0056211351        0.0046806816        0.0057026915        0.0047214061        0.0057830708        0.0044227806        0.0063308371        0.0060417070        0.0066787739        0.0061388694        0.0069632660        0.0067857922        0.0069331073        0.0072075882        0.0065817705        0.0057535985        0.0063869938        0.0061586727        0.0066805210        0.0059691880        0.0066321105        0.0063128231        0.0062645409        0.0053623643        0.0061146696        0.0061054729        0.0056566282        0.0043618827        0.0054027770        0.0048112713        0.0055165532        0.0049316646        0.0057297029        0.0064392526        0.0070834406        0.0066787739        0.0061388694        0.0069632660        0.0067857922        0.0068703379        0.0064415209        0.0067453065        0.0062020895        0.0067557087        0.0056967110        0.0068633614        0.0064387670        0.0068511578        0.0064525757        0.0064584661        0.0060959683        0.0061709589        0.0069845549        0.0055596014        0.0054027770        0.0048112713        0.0055165532        0.0049316646        0.0057830708        0.0044227806        0.0063308371        0.0060417070        0.0064275599        0.0052837805        0.0061819771        0.0052678427        0.0062533809        0.0049328443        0.0065953196        0.0057826889        0.0067310850        0.0054581960        0.0069304214        0.0069234999        0.0068511578        0.0064525757        0.0064584661        0.0060959683        0.0061146696        0.0061054729        0.0056566282        0.0043618827        0.0056211351        0.0046806816        0.0057026915        0.0047214061        0.0058737062        0.0046056707        0.0058103556        0.0047350236        0.0058815461        0.0047092027        0.0061071552        0.0049930270        0.0062533809        0.0049328443        0.0065953196        0.0057826889        0.0067557087        0.0056967110        0.0068633614        0.0064387670        0.0066321105        0.0063128231        0.0062645409        0.0053623643        0.0059315959        0.0053503784        0.0057336504        0.0045515663        0.0056954971        0.0045774137
        1.0000000000        0.0072807801        0.0056580122        0.0073134310        0.0056099683        0.0074516474        0.0058566201        0.0075074712        0.0056950061        0.0078061529        0.0064915353        0.0080721317        0.0065535167        0.0083858740        0.0076031423        0.0084999392        0.0079639172        0.0082646032        0.0072623719        0.0078907086        0.0074814033        0.0075007674        0.0058885760        0.0073137674        0.0060347803        0.0075007674        0.0058885760        0.0075190835        0.0065234305        0.0073568958        0.0056060974        0.0072537513        0.0057674565        0.0073402011        0.0058510168        0.0074336673        0.0054747581        0.0080303661        0.0075455766        0.0084253644        0.0077451345        0.0086519800        0.0083710053        0.0085618347        0.0090025703        0.0080956662        0.0069520946        0.0078907086        0.0074814033        0.0082646032        0.0072623719        0.0082946367        0.0077285790        0.0079367646        0.0066080583        0.0078470986        0.0076064965        0.0073197402        0.0053842833        0.0070267136        0.0059837226        0.0071501013        0.0061625320        0.0073998877        0.0082028377        0.0089774461        0.0084253644        0.0077451345        0.0086519800        0.0083710053        0.0084999392        0.0079639172        0.0083858740        0.0076031423        0.0084117363        0.0069856252        0.0086033857        0.0079769783        0.0086852337        0.0080117918        0.0082904903        0.0076728554        0.0079796680        0.0088561798        0.0072421943        0.0070267136        0.0059837226        0.0071501013        0.0061625320        0.0074336673        0.0054747581        0.0080303661        0.0075455766        0.0080721317        0.0065535167        0.0078061529        0.0064915353        0.0078456556        0.0060788125        0.0082324225        0.0071012741        0.0084226557        0.0066890215        0.0087525290        0.0086955649        0.0086852337        0.0080117918        0.0082904903        0.0076728554        0.0078470986        0.0076064965        0.0073197402        0.0053842833        0.0072537513        0.0057674565        0.0073402011        0.0058510168        0.0075074712        0.0056950061        0.0074516474        0.0058566201        0.0075069126        0.0058218226        0.0077048149        0.0061311249        0.0078456556        0.0060788125        0.0082324225        0.0071012741        0.0084117363        0.0069856252        0.0086033857        0.0079769783        0.0082946367        0.0077285790        0.0079367646        0.0066080583        0.0075190835        0.0065234305        0.0073568958        0.0056060974        0.0073134310        0.0056099683
        1.2000000000        0.0091424505        0.0067541724        0.0092045233        0.0066822044        0.0093483008        0.0070135909        0.0093791880        0.0068187332        0.0096249279        0.0077492674        0.0098836050        0.0078714272        0.0101620275        0.0090300906        0.0102634525        0.0095410560        0.0100141707        0.0085881763        0.0095841081        0.0088319312        0.0092555477        0.0069735453        0.0090857574        0.0071079325        0.0092555477        0.0069735453        0.0093712186        0.0077410162        0.0092629921        0.0066971883        0.0091679826        0.0068912850        0.0092358313        0.0070195784        0.0093238084        0.0065581818        0.0099234325        0.0091278318        0.0103433115        0.0094648599        0.0104778390        0.0100154245        0.0103237091        0.0109009723        0.0097728472        0.0081765562        0.0095841081        0.0088319312        0.0100141707        0.0085881763        0.0101455636        0.0091740746        0.0098543761        0.0079051941        0.0098415683        0.0091735360        0.0092691881        0.0064311375        0.0089330707        0.0071908977        0.0090462331        0.0074547929        0.0093145347        0.0101668989        0.0110250977        0.0103433115        0.0094648599        0.0104778390        0.0100154245        0.0102634525        0.0095410560        0.0101620275        0.0090300906        0.0101980410        0.0082947931        0.0105006537        0.0095649843        0.0106920818        0.0096131722        0.0103560114        0.0093290137        0.0100448568        0.0108387714        0.0092135081        0.0089330707        0.0071908977        0.0090462331        0.0074547929        0.0093238084        0.0065581818        0.0099234325        0.0091278318        0.0098836050        0.0078714272        0.0096249279        0.0077492674        0.0096093979        0.0072563889        0.0100045453        0.0084361401        0.0102409429        0.0079338055        0.0107199928        0.0105432237        0.0106920818        0.0096131722        0.0103560114        0.0093290137        0.0098415683        0.0091735360        0.0092691881        0.0064311375        0.0091679826        0.0068912850        0.0092358313        0.0070195784        0.0093791880        0.0068187332        0.0093483008        0.0070135909        0.0093703822        0.0069692158        0.0094993972        0.0072937151        0.0096093979        0.0072563889        0.0100045453        0.0084361401        0.0101980410        0.0082947931        0.0105006537        0.0095649843        0.0101455636        0.0091740746        0.0098543761        0.0079051941        0.0093712186        0.0077410162        0.0092629921        0.0066971883        0.0092045233        0.0066822044
        1.4000000000        0.0113003639        0.0078509457        0.0113879637        0.0077630444        0.0115185210        0.0081687520        0.0115057683        0.0079383581        0.0116528393        0.0090162479        0.0118574066        0.0092032688        0.0120647287        0.0104538811        0.0121489282        0.0111357326        0.0119357444        0.0099234518        0.0114912406        0.0101863865        0.0112880528        0.0080815489        0.0111504982        0.0082024655        0.0112880528        0.0080815489        0.0115162484        0.0089802233        0.0114784858        0.0077884934        0.0113896257        0.0080147701        0.0114061266        0.0081901639        0.0114543490        0.0076355212        0.0119917253        0.0107480088        0.0123945364        0.0112524760        0.0124120500        0.0116809501        0.0122001521        0.0128562301        0.0116278968        0.0094099074        0.0114912406        0.0101863865        0.0119357444        0.0099234518        0.0121821846        0.0106183896        0.0120288170        0.0092169341        0.0121025833        0.0107543306        0.0115295923        0.0074625398        0.0111462417        0.0083819909        0.0112131093        0.0087681143        0.0114633058        0.0122932736        0.0131769234        0.0123945364        0.0112524760        0.0124120500        0.0116809501        0.0121489282        0.0111357326        0.0120647287        0.0104538811        0.0121018639        0.0096011295        0.0125297172        0.0111575867        0.0128258813        0.0112112574        0.0126294813        0.0109994074        0.0123531702        0.0128578679        0.0114947175        0.0111462417        0.0083819909        0.0112131093        0.0087681143        0.0114543490        0.0076355212        0.0119917253        0.0107480088        0.0118574066        0.0092032688        0.0116528393        0.0090162479        0.0115642541        0.0084399414        0.0119094333        0.0097621921        0.0121650378        0.0091737939        0.0127822501        0.0124046730        0.0128258813        0.0112112574        0.0126294813        0.0109994074        0.0121025833        0.0107543306        0.0115295923        0.0074625398        0.0113896257        0.0080147701        0.0114061266        0.0081901639        0.0115057683        0.0079383581        0.0115185210        0.0081687520        0.0114931050        0.0081102352        0.0115170366        0.0084617331        0.0115642541        0.0084399414        0.0119094333        0.0097621921        0.0121018639        0.0096011295        0.0125297172        0.0111575867        0.0121821846        0.0106183896        0.0120288170        0.0092169341        0.0115162484        0.0089802233        0.0114784858        0.0077884934        0.0113879637        0.0077630444
        1.6000000000        0.0137600778        0.0089119786        0.0138698353        0.0088211566        0.0139697683        0.0092869915        0.0138971592        0.0090187900        0.0139008806        0.0102753728        0.0139876099        0.0105221101        0.0140859794        0.0118661597        0.0141427991        0.0127318596        0.0140268076        0.0112577804        0.0136218846        0.0115380549        0.0136130811        0.0091921757        0.0135214481        0.0093049950        0.0136130811        0.0091921757        0.0139665913        0.0102219464        0.0140191143        0.0088463374        0.0139415288        0.0091058649        0.0138639669        0.0093305872        0.0138231017        0.0086754188        0.0142129140        0.0123796858        0.0145371339        0.0130753207        0.0144246147        0.0133545838        0.0141704045        0.0148487633        0.0136658738        0.0106459908        0.0136218846        0.0115380549        0.0140268076        0.0112577804        0.0143919067        0.0120507317        0.0144598542        0.0105135363        0.0146331340        0.0123155145        0.0141288908        0.0084470831        0.0136992612        0.0095212512        0.0136601985        0.0100695355        0.0138333151        0.0145380961        0.0154034459        0.0145371339        0.0130753207        0.0144246147        0.0133545838        0.0141427991        0.0127318596        0.0140859794        0.0118661597        0.0141130706        0.0108978530        0.0146632059        0.0127341450        0.0150426018        0.0127913287        0.0150887836        0.0126430874        0.0149006023        0.0148730808        0.0141196979        0.0136992612        0.0095212512        0.0136601985        0.0100695355        0.0138231017        0.0086754188        0.0142129140        0.0123796858        0.0139876099        0.0105221101        0.0139008806        0.0102753728        0.0137290976        0.0096069166        0.0139495570        0.0110759437        0.0141805037        0.0104060338        0.0148939406        0.0142546204        0.0150426018        0.0127913287        0.0150887836        0.0126430874        0.0146331340        0.0123155145        0.0141288908        0.0084470831        0.0139415288        0.0091058649        0.0138639669        0.0093305872        0.0138971592        0.0090187900        0.0139697683        0.0092869915        0.0138856305        0.0092057619        0.0137790683        0.0096212159        0.0137290976        0.0096069166        0.0139495570        0.0110759437        0.0141130706        0.0108978530        0.0146632059        0.0127341450        0.0143919067        0.0120507317        0.0144598542        0.0105135363        0.0139665913        0.0102219464        0.0140191143        0.0088463374        0.0138698353        0.0088211566
        1.8000000000        0.0164916516        0.0099144524        0.0166243398        0.0098357306        0.0166788378        0.0103453700        0.0165367646        0.0100377968        0.0163552435        0.0115211858        0.0162517511        0.0118156787        0.0162026322        0.0132878627        0.0162166694        0.0143480792        0.0162562566        0.0126039620        0.0159509666        0.0129099522        0.0162022865        0.0102926702        0.0161701216        0.0104109094        0.0162022865        0.0102926702        0.0166938315        0.0114601747        0.0168672819        0.0098493698        0.0168218400        0.0101459906        0.0166007087        0.0104207054        0.0164126053        0.0096581388        0.0165520096        0.0140232434        0.0167229768        0.0149292859        0.0164786595        0.0150664074        0.0162042281        0.0169089252        0.0158661093        0.0119005223        0.0159509666        0.0129099522        0.0162562566        0.0126039620        0.0167303456        0.0134915819        0.0171103496        0.0117832708        0.0174114178        0.0138607397        0.0170749837        0.0093679782        0.0166142642        0.0105987359        0.0163855228        0.0113415537        0.0164020069        0.0168507549        0.0177177721        0.0167229768        0.0149292859        0.0164786595        0.0150664074        0.0162166694        0.0143480792        0.0162026322        0.0132878627        0.0162053730        0.0121983146        0.0168538047        0.0143155820        0.0172863157        0.0143863357        0.0176979361        0.0142655168        0.0176747851        0.0169094664        0.0171143389        0.0166142642        0.0105987359        0.0163855228        0.0113415537        0.0164126053        0.0096581388        0.0165520096        0.0140232434        0.0162517511        0.0118156787        0.0163552435        0.0115211858        0.0160969601        0.0107422537        0.0161103325        0.0124007785        0.0162611120        0.0116448087        0.0170027182        0.0161305548        0.0172863157        0.0143863357        0.0176979361        0.0142655168        0.0174114178        0.0138607397        0.0170749837        0.0093679782        0.0168218400        0.0101459906        0.0166007087        0.0104207054        0.0165367646        0.0100377968        0.0166788378        0.0103453700        0.0165259178        0.0102312928        0.0162758449        0.0107647775        0.0160969601        0.0107422537        0.0161103325        0.0124007785        0.0162053730        0.0121983146        0.0168538047        0.0143155820        0.0167303456        0.0134915819        0.0171103496        0.0117832708        0.0166938315        0.0114601747        0.0168672819        0.0098493698        0.0166243398        0.0098357306
