0.00000     0
0.20000     0.00164
0.40000     0.00251
0.60000     0.00358
0.80000     0.00483
1.00000     0.00623
1.20000     0.00776
1.40000     0.00939
1.60000     0.01111
1.80000     0.01292
2.00000     0.01481
2.20000     0.0168
2.40000     0.01893
2.60000     0.02126
2.80000     0.02388
3.00000     0.02687
3.20000     0.03028
3.40000     0.03395
3.60000     0.03753
3.80000     0.04054
4.00000     0.04252
4.20000     0.04328
4.40000     0.04301
4.60000     0.04212
4.80000     0.04106
5.00000     0.04013
5.20000     0.03944
5.40000     0.03901
5.60000     0.0388
5.80000     0.03877
6.00000     0.03886
6.20000     0.03903
6.40000     0.03924
6.60000     0.03948
6.80000     0.03975
7.00000     0.04008
7.20000     0.04048
7.40000     0.04092
7.60000     0.04136
7.80000     0.0418
8.00000     0.04225
8.20000     0.04275
8.40000     0.0433
8.60000     0.04389
8.80000     0.0445
9.00000     0.04511
9.20000     0.04572
9.40000     0.04637
9.60000     0.04707
9.80000     0.04783
10.0000 	0.04863
10.2000 	0.04943
10.4000 	0.05025
10.6000 	0.05112
10.8000 	0.05205
11.0000 	0.05307
11.2000 	0.05416
11.4000 	0.0553
11.6000 	0.05649
11.8000 	0.05778
12.0000 	0.05922
12.2000 	0.06084
12.4000 	0.06268
12.6000 	0.0648
12.8000 	0.06731
13.0000 	0.07042
13.2000 	0.07428
13.4000 	0.07886
13.6000 	0.08364
13.8000 	0.0875
14.0000 	0.08898
14.2000 	0.08687
14.4000 	0.08093
14.6000 	0.07221
14.8000 	0.06253
15.0000 	0.05364
15.2000 	0.04661
15.4000 	0.04172
15.6000 	0.03879
15.8000 	0.03751
16.0000 	0.03762
16.2000 	0.03897
16.4000 	0.0414
16.6000 	0.04475
16.8000 	0.04886
17.0000 	0.05363
17.2000 	0.05904
17.4000 	0.06524
17.6000 	0.07248
17.8000 	0.08101
18.0000 	0.09082
18.2000 	0.10138
18.4000 	0.11151
18.6000 	0.11958
18.8000 	0.12414
19.0000 	0.12461
19.2000 	0.12159
19.4000 	0.11647
19.6000 	0.1108
19.8000 	0.10566
20.0000 	0.10149
20.2000 	0.09828
20.4000 	0.09583
20.6000 	0.09394
20.8000 	0.09246
21.0000 	0.0913
21.2000 	0.09039
21.4000 	0.08967
21.6000 	0.0891
21.8000 	0.0887
22.0000 	0.08844
22.2000 	0.08831
22.4000 	0.0883
22.6000 	0.0884
22.8000 	0.08862
23.0000 	0.08896
23.2000 	0.08942
23.4000 	0.09
23.6000 	0.0907
23.8000 	0.09155
24.0000 	0.09255
24.2000 	0.09373
24.4000 	0.09507
24.6000 	0.09656
24.8000 	0.09806
25.0000 	0.0992
25.2000 	0.09926
25.4000 	0.09723
25.6000 	0.09218
25.8000 	0.08376
26.0000 	0.07269
26.2000 	0.06071
26.4000 	0.0498
26.6000 	0.04139
26.8000 	0.03586
27.0000 	0.03272
27.2000 	0.03115
27.4000 	0.03044
27.6000 	0.0301
27.8000 	0.02991
28.0000 	0.02977
28.2000 	0.02965
28.4000 	0.02953
28.6000 	0.02939
28.8000 	0.02919
29.0000 	0.02886
29.2000 	0.02832
29.4000 	0.02751
29.6000 	0.02643
29.8000 	0.02522
30.0000 	0.02406
30.2000 	0.02316
30.4000 	0.02264
30.6000 	0.02249
30.8000 	0.02264
31.0000 	0.02298
31.2000 	0.02342
31.4000 	0.02392
31.6000 	0.02445
31.8000 	0.025
32.0000 	0.02557
32.2000 	0.02615
32.4000 	0.02675
32.6000 	0.02737
32.8000 	0.02801
33.0000 	0.02867
33.2000 	0.02934
33.4000 	0.03003
33.6000 	0.03074
33.8000 	0.03147
34.0000 	0.03222
34.2000 	0.03299
34.4000 	0.03379
34.6000 	0.03463
34.8000 	0.03551
35.0000 	0.03646
35.2000 	0.0375
35.4000 	0.03864
35.6000 	0.0398
35.8000 	0.04086
36.0000 	0.04156
36.2000 	0.04166
36.4000 	0.04105
36.6000 	0.03984
36.8000 	0.03839
37.0000 	0.03707
37.2000 	0.03614
37.4000 	0.03566
37.6000 	0.03555
37.8000 	0.03572
38.0000 	0.03614
38.2000 	0.03691
38.4000 	0.03821
38.6000 	0.04027
38.8000 	0.04319
39.0000 	0.04684
39.2000 	0.05083
39.4000 	0.05472
39.6000 	0.0582
39.8000 	0.06125
40.0000 	0.06413
40.2000 	0.06723
40.4000 	0.07085
40.6000 	0.07517
40.8000 	0.08033
41.0000 	0.08669
41.2000 	0.0949
41.4000 	0.10581
41.6000 	0.11996
41.8000 	0.13693
42.0000 	0.15476
42.2000 	0.17022
42.4000 	0.18006
42.6000 	0.18241
42.8000 	0.17757
43.0000 	0.16755
43.2000 	0.15497
43.4000 	0.14197
43.6000 	0.12993
43.8000 	0.11948
44.0000 	0.11078
44.2000 	0.10377
44.4000 	0.09823
44.6000 	0.09393
44.8000 	0.09066
45.0000 	0.08822
45.2000 	0.08649
45.4000 	0.08536
45.6000 	0.0848
45.8000 	0.08471
46.0000 	0.08495
46.2000 	0.08521
46.4000 	0.08512
46.6000 	0.08437
46.8000 	0.08302
47.0000 	0.0817
47.2000 	0.08148
47.4000 	0.0833
47.6000 	0.08729
47.8000 	0.09208
48.0000 	0.09484
48.2000 	0.09229
48.4000 	0.08251
48.6000 	0.06635
48.8000 	0.04727
49.0000 	0.02954
49.2000 	0.01607
49.4000 	0.00758
49.6000 	0.00308
49.8000 	0.00108
50.0000 	3.25401E-4
50.2000 	8.40987E-5
50.4000 	1.86327E-5
50.6000 	3.53595E-6
50.8000 	5.744E-7
51.0000 	7.985E-8
51.2000 	9.5E-9
51.4000 	1E-9
51.6000 	1E-10
51.8000 	0
52.0000 	0
52.2000 	0
52.4000 	0
52.6000 	0
52.8000 	0
53.0000 	0
53.2000 	0
53.4000 	0
53.6000 	0
53.8000 	0
54.0000 	0
54.2000 	0
54.4000 	0
54.6000 	0
54.8000 	0
55.0000 	0
