 # Key parameters for the calculation
 # TASK,INSTR,TEMP,WING,E_UNIT
 #    1,   3, 300,   0,   1
 # Q, deltaE, Total
    6.300000,   13.799527,   -1.000000
    6.300000,   13.899523,   -1.000000
    6.300000,   13.999520,   -1.000000
    6.300000,   14.099516,   -1.000000
    6.300000,   14.199513,   -1.000000
    6.300000,   14.299509,   -1.000000
    6.300000,   14.399506,   -1.000000
    6.300000,   14.499503,   -1.000000
    6.300000,   14.599499,   -1.000000
    6.300000,   14.699496,   -1.000000
    6.300000,   14.799492,   -1.000000
    6.300000,   14.899489,   -1.000000
    6.300000,   14.999485,   -1.000000
    6.300000,   15.099482,   -1.000000
    6.300000,   15.199479,   -1.000000
    6.300000,   15.299475,   -1.000000
    6.300000,   15.399472,   -1.000000
    6.300000,   15.499468,   -1.000000
    6.300000,   15.599465,   -1.000000
    6.300000,   15.699461,   -1.000000
    6.300000,   15.799458,   -1.000000
    6.300000,   15.899455,   -1.000000
    6.300000,   15.999451,   -1.000000
    6.300000,   16.099448,   -1.000000
    6.300000,   16.199444,   -1.000000
    6.300000,   16.299441,   -1.000000
    6.300000,   16.399437,   -1.000000
    6.300000,   16.499434,   -1.000000
    6.300000,   16.599431,   -1.000000
    6.300000,   16.699427,   -1.000000
    6.300000,   16.799424,   -1.000000
    6.300000,   16.899420,   -1.000000
    6.300000,   16.999417,   -1.000000
    6.300000,   17.099413,   -1.000000
    6.300000,   17.199410,   -1.000000
    6.300000,   17.299406,   -1.000000
    6.300000,   17.399403,   -1.000000
    6.300000,   17.499400,   -1.000000
    6.300000,   17.599396,   -1.000000
    6.300000,   17.699393,   -1.000000
    6.300000,   17.799389,   -1.000000
    6.300000,   17.899386,   -1.000000
    6.300000,   17.999382,   -1.000000
    6.300000,   18.099379,   -1.000000
    6.300000,   18.199376,   -1.000000
    6.300000,   18.299372,   -1.000000
    6.300000,   18.399369,   -1.000000
    6.300000,   18.499365,   -1.000000
    6.300000,   18.599362,   -1.000000
    6.300000,   18.699358,   -1.000000
    6.300000,   18.799355,   -1.000000
    6.300000,   18.899352,   -1.000000
    6.300000,   18.999348,   -1.000000
    6.300000,   19.099345,   -1.000000
    6.300000,   19.199341,   -1.000000
    6.300000,   19.299338,   -1.000000
    6.300000,   19.399334,   -1.000000
    6.300000,   19.499331,   -1.000000
    6.300000,   19.599328,   -1.000000
    6.300000,   19.699324,   -1.000000
    6.300000,   19.799321,   -1.000000
    6.300000,   19.899317,   -1.000000
    6.300000,   19.999314,   -1.000000
    6.300000,   20.099310,   -1.000000
    6.300000,   20.199307,   -1.000000
    6.300000,   20.299304,   -1.000000
    6.300000,   20.399300,   -1.000000
    6.300000,   20.499297,   -1.000000
    6.300000,   20.599293,   -1.000000
    6.300000,   20.699290,   -1.000000
    6.300000,   20.799286,   -1.000000
    6.300000,   20.899283,   -1.000000
    6.300000,   20.999280,   -1.000000
    6.300000,   21.099276,   -1.000000
    6.300000,   21.199273,   -1.000000
    6.300000,   21.299269,   -1.000000
    6.300000,   21.399266,   -1.000000
    6.300000,   21.499262,   -1.000000
    6.300000,   21.599259,   -1.000000
    6.300000,   21.699256,   -1.000000
    6.300000,   21.799252,   -1.000000
    6.300000,   21.899249,   -1.000000
    6.300000,   21.999245,   -1.000000
    6.300000,   22.099242,   -1.000000
    6.300000,   22.199238,   -1.000000
    6.300000,   22.299235,   -1.000000
    6.300000,   22.399232,   -1.000000
    6.300000,   22.499228,   -1.000000
    6.300000,   22.599225,   -1.000000
    6.300000,   22.699221,   -1.000000
    6.300000,   22.799218,   -1.000000
    6.300000,   22.899214,   -1.000000
    6.300000,   22.999211,   -1.000000
    6.300000,   23.099208,   -1.000000
    6.300000,   23.199204,   -1.000000
    6.300000,   23.299201,   -1.000000
    6.300000,   23.399197,   -1.000000
    6.300000,   23.499194,   -1.000000
    6.300000,   23.599190,   -1.000000
    6.300000,   23.699187,   -1.000000
    6.300000,   23.799183,   -1.000000
    6.300000,   23.899180,   -1.000000
    6.300000,   23.999177,   -1.000000
    6.300000,   24.099173,   -1.000000
    6.300000,   24.199170,   -1.000000
    6.300000,   24.299166,   -1.000000
    6.300000,   24.399163,   -1.000000
    6.300000,   24.499159,   -1.000000
    6.300000,   24.599156,   -1.000000
    6.300000,   24.699153,   -1.000000
    6.300000,   24.799149,   -1.000000
    6.300000,   24.899146,   -1.000000
    6.300000,   24.999142,   -1.000000
    6.300000,   25.099139,   -1.000000
    6.300000,   25.199135,   -1.000000
    6.300000,   25.299132,   -1.000000
    6.300000,   25.399129,   -1.000000
    6.300000,   25.499125,   -1.000000
    6.300000,   25.599122,   -1.000000
    6.300000,   25.699118,   -1.000000
    6.300000,   25.799115,   -1.000000
    6.300000,   25.899111,   -1.000000
    6.300000,   25.999108,   -1.000000
    6.300000,   26.099105,   -1.000000
    6.300000,   26.199101,   -1.000000
    6.300000,   26.299098,   -1.000000
    6.300000,   26.399094,   -1.000000
    6.300000,   26.499091,   -1.000000
    6.300000,   26.599087,   -1.000000
    6.300000,   26.699084,   -1.000000
    6.300000,   26.799081,   -1.000000
    6.300000,   26.899077,   -1.000000
    6.300000,   26.999074,   -1.000000
    6.300000,   27.099070,   -1.000000
    6.300000,   27.199067,   -1.000000
    6.300000,   27.299063,   -1.000000
    6.300000,   27.399060,   -1.000000
    6.300000,   27.499057,   -1.000000
    6.300000,   27.599053,   -1.000000
    6.300000,   27.699050,   -1.000000
    6.300000,   27.799046,   -1.000000
    6.300000,   27.899043,   -1.000000
    6.300000,   27.999039,   -1.000000
    6.300000,   28.099036,   -1.000000
    6.300000,   28.199033,   -1.000000
    6.300000,   28.299029,   -1.000000
    6.300000,   28.399026,   -1.000000
    6.300000,   28.499022,   -1.000000
    6.300000,   28.599019,   -1.000000
    6.300000,   28.699015,   -1.000000
    6.300000,   28.799012,   -1.000000
    6.300000,   28.899009,   -1.000000
    6.300000,   28.999005,   -1.000000
    6.300000,   29.099002,   -1.000000
    6.300000,   29.198998,   -1.000000
    6.300000,   29.298995,   -1.000000
    6.300000,   29.398991,   -1.000000
    6.300000,   29.498988,   -1.000000
    6.300000,   29.598985,   -1.000000
    6.300000,   29.698981,   -1.000000
    6.300000,   29.798978,   -1.000000
    6.300000,   29.898974,   -1.000000

    6.350000,    0.099997,    1.934162
    6.350000,    0.199993,    2.026436
    6.350000,    0.299990,    2.111705
    6.350000,    0.399986,    2.188876
    6.350000,    0.499983,    2.256973
    6.350000,    0.599979,    2.315161
    6.350000,    0.699976,    2.362768
    6.350000,    0.799973,    2.399302
    6.350000,    0.899969,    2.424457
    6.350000,    0.999966,    2.438122
    6.350000,    1.099962,    2.440379
    6.350000,    1.199959,    2.431494
    6.350000,    1.299955,    2.411911
    6.350000,    1.399952,    2.382229
    6.350000,    1.499949,    2.343184
    6.350000,    1.599945,    2.295630
    6.350000,    1.699942,    2.240505
    6.350000,    1.799938,    2.178816
    6.350000,    1.899935,    2.111601
    6.350000,    1.999931,    2.039912
    6.350000,    2.099928,    1.964790
    6.350000,    2.199925,    1.887239
    6.350000,    2.299921,    1.808215
    6.350000,    2.399918,    1.728603
    6.350000,    2.499914,    1.649212
    6.350000,    2.599911,    1.570764
    6.350000,    2.699907,    1.493886
    6.350000,    2.799904,    1.419112
    6.350000,    2.899901,    1.346884
    6.350000,    2.999897,    1.277550
    6.350000,    3.099894,    1.211374
    6.350000,    3.199890,    1.148540
    6.350000,    3.299887,    1.089159
    6.350000,    3.399883,    1.033280
    6.350000,    3.499880,    0.980892
    6.350000,    3.599876,    0.931940
    6.350000,    3.699873,    0.886329
    6.350000,    3.799870,    0.843929
    6.350000,    3.899866,    0.804589
    6.350000,    3.999863,    0.768139
    6.350000,    4.099859,    0.734395
    6.350000,    4.199856,    0.703168
    6.350000,    4.299852,    0.674265
    6.350000,    4.399849,    0.647493
    6.350000,    4.499846,    0.622666
    6.350000,    4.599842,    0.599602
    6.350000,    4.699839,    0.578131
    6.350000,    4.799835,    0.558091
    6.350000,    4.899832,    0.539332
    6.350000,    4.999828,    0.521718
    6.350000,    5.099825,    0.505125
    6.350000,    5.199822,    0.489442
    6.350000,    5.299818,    0.474571
    6.350000,    5.399815,    0.460429
    6.350000,    5.499811,    0.446941
    6.350000,    5.599808,    0.434048
    6.350000,    5.699804,    0.421697
    6.350000,    5.799801,    0.409849
    6.350000,    5.899798,    0.398471
    6.350000,    5.999794,    0.387539
    6.350000,    6.099791,    0.377034
    6.350000,    6.199787,    0.366944
    6.350000,    6.299784,    0.357261
    6.350000,    6.399780,    0.347981
    6.350000,    6.499777,    0.339103
    6.350000,    6.599774,    0.330625
    6.350000,    6.699770,    0.322550
    6.350000,    6.799767,    0.314877
    6.350000,    6.899763,    0.307607
    6.350000,    6.999760,    0.300739
    6.350000,    7.099756,    0.294270
    6.350000,    7.199753,    0.288193
    6.350000,    7.299750,    0.282500
    6.350000,    7.399746,    0.277180
    6.350000,    7.499743,    0.272217
    6.350000,    7.599739,    0.267594
    6.350000,    7.699736,    0.263289
    6.350000,    7.799732,    0.259277
    6.350000,    7.899729,    0.255532
    6.350000,    7.999726,    0.252025
    6.350000,    8.099722,    0.248726
    6.350000,    8.199719,    0.245601
    6.350000,    8.299715,    0.242619
    6.350000,    8.399712,    0.239747
    6.350000,    8.499708,    0.236953
    6.350000,    8.599705,    0.234208
    6.350000,    8.699702,    0.231484
    6.350000,    8.799698,    0.228756
    6.350000,    8.899695,    0.226003
    6.350000,    8.999691,    0.223211
    6.350000,    9.099688,    0.220369
    6.350000,    9.199684,    0.217473
    6.350000,    9.299681,    0.214526
    6.350000,    9.399678,    0.211536
    6.350000,    9.499674,    0.208518
    6.350000,    9.599671,    0.205491
    6.350000,    9.699667,    0.202478
    6.350000,    9.799664,    0.199505
    6.350000,    9.899660,    0.196600
    6.350000,    9.999657,    0.193785
    6.350000,   10.099653,    0.191085
    6.350000,   10.199650,    0.188516
    6.350000,   10.299647,    0.186090
    6.350000,   10.399643,    0.183810
    6.350000,   10.499640,    0.181673
    6.350000,   10.599636,   -1.000000
    6.350000,   10.699633,   -1.000000
    6.350000,   10.799629,   -1.000000
    6.350000,   10.899626,   -1.000000
    6.350000,   10.999623,   -1.000000
    6.350000,   11.099619,   -1.000000
    6.350000,   11.199616,   -1.000000
    6.350000,   11.299612,   -1.000000
    6.350000,   11.399609,   -1.000000
    6.350000,   11.499605,   -1.000000
    6.350000,   11.599602,   -1.000000
    6.350000,   11.699599,   -1.000000
    6.350000,   11.799595,   -1.000000
    6.350000,   11.899592,   -1.000000
    6.350000,   11.999588,   -1.000000
    6.350000,   12.099585,   -1.000000
    6.350000,   12.199581,   -1.000000
    6.350000,   12.299578,   -1.000000
    6.350000,   12.399575,   -1.000000
    6.350000,   12.499571,   -1.000000
    6.350000,   12.599568,   -1.000000
    6.350000,   12.699564,   -1.000000
    6.350000,   12.799561,   -1.000000
    6.350000,   12.899557,   -1.000000
    6.350000,   12.999554,   -1.000000
    6.350000,   13.099551,   -1.000000
    6.350000,   13.199547,   -1.000000
    6.350000,   13.299544,   -1.000000
    6.350000,   13.399540,   -1.000000
    6.350000,   13.499537,   -1.000000
    6.350000,   13.599533,   -1.000000
    6.350000,   13.699530,   -1.000000
    6.350000,   13.799527,   -1.000000
    6.350000,   13.899523,   -1.000000
    6.350000,   13.999520,   -1.000000
    6.350000,   14.099516,   -1.000000
    6.350000,   14.199513,   -1.000000
    6.350000,   14.299509,   -1.000000
    6.350000,   14.399506,   -1.000000
    6.350000,   14.499503,   -1.000000
    6.350000,   14.599499,   -1.000000
    6.350000,   14.699496,   -1.000000
    6.350000,   14.799492,   -1.000000
    6.350000,   14.899489,   -1.000000
    6.350000,   14.999485,   -1.000000
    6.350000,   15.099482,   -1.000000
    6.350000,   15.199479,   -1.000000
    6.350000,   15.299475,   -1.000000
    6.350000,   15.399472,   -1.000000
    6.350000,   15.499468,   -1.000000
    6.350000,   15.599465,   -1.000000
    6.350000,   15.699461,   -1.000000
    6.350000,   15.799458,   -1.000000
    6.350000,   15.899455,   -1.000000
    6.350000,   15.999451,   -1.000000
    6.350000,   16.099448,   -1.000000
    6.350000,   16.199444,   -1.000000
    6.350000,   16.299441,   -1.000000
    6.350000,   16.399437,   -1.000000
    6.350000,   16.499434,   -1.000000
    6.350000,   16.599431,   -1.000000
    6.350000,   16.699427,   -1.000000
    6.350000,   16.799424,   -1.000000
    6.350000,   16.899420,   -1.000000
    6.350000,   16.999417,   -1.000000
    6.350000,   17.099413,   -1.000000
    6.350000,   17.199410,   -1.000000
    6.350000,   17.299406,   -1.000000
    6.350000,   17.399403,   -1.000000
    6.350000,   17.499400,   -1.000000
    6.350000,   17.599396,   -1.000000
    6.350000,   17.699393,   -1.000000
    6.350000,   17.799389,   -1.000000
    6.350000,   17.899386,   -1.000000
    6.350000,   17.999382,   -1.000000
    6.350000,   18.099379,   -1.000000
    6.350000,   18.199376,   -1.000000
    6.350000,   18.299372,   -1.000000
    6.350000,   18.399369,   -1.000000
    6.350000,   18.499365,   -1.000000
    6.350000,   18.599362,   -1.000000
    6.350000,   18.699358,   -1.000000
    6.350000,   18.799355,   -1.000000
    6.350000,   18.899352,   -1.000000
    6.350000,   18.999348,   -1.000000
    6.350000,   19.099345,   -1.000000
    6.350000,   19.199341,   -1.000000
    6.350000,   19.299338,   -1.000000
    6.350000,   19.399334,   -1.000000
    6.350000,   19.499331,   -1.000000
    6.350000,   19.599328,   -1.000000
    6.350000,   19.699324,   -1.000000
    6.350000,   19.799321,   -1.000000
    6.350000,   19.899317,   -1.000000
    6.350000,   19.999314,   -1.000000
    6.350000,   20.099310,   -1.000000
    6.350000,   20.199307,   -1.000000
    6.350000,   20.299304,   -1.000000
    6.350000,   20.399300,   -1.000000
    6.350000,   20.499297,   -1.000000
    6.350000,   20.599293,   -1.000000
    6.350000,   20.699290,   -1.000000
    6.350000,   20.799286,   -1.000000
    6.350000,   20.899283,   -1.000000
    6.350000,   20.999280,   -1.000000
    6.350000,   21.099276,   -1.000000
    6.350000,   21.199273,   -1.000000
    6.350000,   21.299269,   -1.000000
    6.350000,   21.399266,   -1.000000
    6.350000,   21.499262,   -1.000000
    6.350000,   21.599259,   -1.000000
    6.350000,   21.699256,   -1.000000
    6.350000,   21.799252,   -1.000000
    6.350000,   21.899249,   -1.000000
    6.350000,   21.999245,   -1.000000
    6.350000,   22.099242,   -1.000000
    6.350000,   22.199238,   -1.000000
    6.350000,   22.299235,   -1.000000
    6.350000,   22.399232,   -1.000000
    6.350000,   22.499228,   -1.000000
    6.350000,   22.599225,   -1.000000
    6.350000,   22.699221,   -1.000000
    6.350000,   22.799218,   -1.000000
    6.350000,   22.899214,   -1.000000
    6.350000,   22.999211,   -1.000000
    6.350000,   23.099208,   -1.000000
    6.350000,   23.199204,   -1.000000
    6.350000,   23.299201,   -1.000000
    6.350000,   23.399197,   -1.000000
    6.350000,   23.499194,   -1.000000
    6.350000,   23.599190,   -1.000000
    6.350000,   23.699187,   -1.000000
    6.350000,   23.799183,   -1.000000
    6.350000,   23.899180,   -1.000000
    6.350000,   23.999177,   -1.000000
    6.350000,   24.099173,   -1.000000
    6.350000,   24.199170,   -1.000000
    6.350000,   24.299166,   -1.000000
    6.350000,   24.399163,   -1.000000
    6.350000,   24.499159,   -1.000000
    6.350000,   24.599156,   -1.000000
    6.350000,   24.699153,   -1.000000
    6.350000,   24.799149,   -1.000000
    6.350000,   24.899146,   -1.000000
    6.350000,   24.999142,   -1.000000
    6.350000,   25.099139,   -1.000000
    6.350000,   25.199135,   -1.000000
    6.350000,   25.299132,   -1.000000
    6.350000,   25.399129,   -1.000000
    6.350000,   25.499125,   -1.000000
    6.350000,   25.599122,   -1.000000
    6.350000,   25.699118,   -1.000000
    6.350000,   25.799115,   -1.000000
    6.350000,   25.899111,   -1.000000
    6.350000,   25.999108,   -1.000000
    6.350000,   26.099105,   -1.000000
    6.350000,   26.199101,   -1.000000
    6.350000,   26.299098,   -1.000000
    6.350000,   26.399094,   -1.000000
    6.350000,   26.499091,   -1.000000
    6.350000,   26.599087,   -1.000000
    6.350000,   26.699084,   -1.000000
    6.350000,   26.799081,   -1.000000
    6.350000,   26.899077,   -1.000000
    6.350000,   26.999074,   -1.000000
    6.350000,   27.099070,   -1.000000
    6.350000,   27.199067,   -1.000000
    6.350000,   27.299063,   -1.000000
    6.350000,   27.399060,   -1.000000
    6.350000,   27.499057,   -1.000000
    6.350000,   27.599053,   -1.000000
    6.350000,   27.699050,   -1.000000
    6.350000,   27.799046,   -1.000000
    6.350000,   27.899043,   -1.000000
    6.350000,   27.999039,   -1.000000
    6.350000,   28.099036,   -1.000000
    6.350000,   28.199033,   -1.000000
    6.350000,   28.299029,   -1.000000
    6.350000,   28.399026,   -1.000000
    6.350000,   28.499022,   -1.000000
    6.350000,   28.599019,   -1.000000
    6.350000,   28.699015,   -1.000000
    6.350000,   28.799012,   -1.000000
    6.350000,   28.899009,   -1.000000
    6.350000,   28.999005,   -1.000000
    6.350000,   29.099002,   -1.000000
    6.350000,   29.198998,   -1.000000
    6.350000,   29.298995,   -1.000000
    6.350000,   29.398991,   -1.000000
    6.350000,   29.498988,   -1.000000
    6.350000,   29.598985,   -1.000000
    6.350000,   29.698981,   -1.000000
    6.350000,   29.798978,   -1.000000
    6.350000,   29.898974,   -1.000000

    6.400000,    0.099997,    1.605045
    6.400000,    0.199993,    1.684216
    6.400000,    0.299990,    1.757886
    6.400000,    0.399986,    1.825137
    6.400000,    0.499983,    1.885144
    6.400000,    0.599979,    1.937192
    6.400000,    0.699976,    1.980699
    6.400000,    0.799973,    2.015223
    6.400000,    0.899969,    2.040476
    6.400000,    0.999966,    2.056329
    6.400000,    1.099962,    2.062805
    6.400000,    1.199959,    2.060084
    6.400000,    1.299955,    2.048487
    6.400000,    1.399952,    2.028466
    6.400000,    1.499949,    2.000588
    6.400000,    1.599945,    1.965517
    6.400000,    1.699942,    1.923991
    6.400000,    1.799938,    1.876806
    6.400000,    1.899935,    1.824789
    6.400000,    1.999931,    1.768783
    6.400000,    2.099928,    1.709625
    6.400000,    2.199925,    1.648129
    6.400000,    2.299921,    1.585071
    6.400000,    2.399918,    1.521177
    6.400000,    2.499914,    1.457113
    6.400000,    2.599911,    1.393477
    6.400000,    2.699907,    1.330798
    6.400000,    2.799904,    1.269527
    6.400000,    2.899901,    1.210045
    6.400000,    2.999897,    1.152658
    6.400000,    3.099894,    1.097607
    6.400000,    3.199890,    1.045065
    6.400000,    3.299887,    0.995151
    6.400000,    3.399883,    0.947928
    6.400000,    3.499880,    0.903414
    6.400000,    3.599876,    0.861589
    6.400000,    3.699873,    0.822397
    6.400000,    3.799870,    0.785755
    6.400000,    3.899866,    0.751558
    6.400000,    3.999863,    0.719687
    6.400000,    4.099859,    0.690005
    6.400000,    4.199856,    0.662373
    6.400000,    4.299852,    0.636643
    6.400000,    4.399849,    0.612670
    6.400000,    4.499846,    0.590307
    6.400000,    4.599842,    0.569413
    6.400000,    4.699839,    0.549853
    6.400000,    4.799835,    0.531497
    6.400000,    4.899832,    0.514228
    6.400000,    4.999828,    0.497934
    6.400000,    5.099825,    0.482516
    6.400000,    5.199822,    0.467884
    6.400000,    5.299818,    0.453960
    6.400000,    5.399815,    0.440674
    6.400000,    5.499811,    0.427968
    6.400000,    5.599808,    0.415793
    6.400000,    5.699804,    0.404109
    6.400000,    5.799801,    0.392883
    6.400000,    5.899798,    0.382090
    6.400000,    5.999794,    0.371711
    6.400000,    6.099791,    0.361735
    6.400000,    6.199787,    0.352152
    6.400000,    6.299784,    0.342957
    6.400000,    6.399780,    0.334148
    6.400000,    6.499777,    0.325726
    6.400000,    6.599774,    0.317692
    6.400000,    6.699770,    0.310047
    6.400000,    6.799767,    0.302793
    6.400000,    6.899763,    0.295930
    6.400000,    6.999760,    0.289457
    6.400000,    7.099756,    0.283372
    6.400000,    7.199753,    0.277668
    6.400000,    7.299750,    0.272339
    6.400000,    7.399746,    0.267371
    6.400000,    7.499743,    0.262753
    6.400000,    7.599739,    0.258465
    6.400000,    7.699736,    0.254488
    6.400000,    7.799732,    0.250800
    6.400000,    7.899729,    0.247373
    6.400000,    7.999726,    0.244182
    6.400000,    8.099722,    0.241196
    6.400000,    8.199719,    0.238384
    6.400000,    8.299715,    0.235716
    6.400000,    8.399712,    0.233159
    6.400000,    8.499708,    0.230683
    6.400000,    8.599705,    0.228257
    6.400000,    8.699702,    0.225854
    6.400000,    8.799698,    0.223448
    6.400000,    8.899695,    0.221019
    6.400000,    8.999691,    0.218550
    6.400000,    9.099688,    0.216029
    6.400000,    9.199684,    0.213451
    6.400000,    9.299681,    0.210818
    6.400000,    9.399678,    0.208135
    6.400000,    9.499674,    0.205417
    6.400000,    9.599671,    0.202681
    6.400000,    9.699667,    0.199950
    6.400000,    9.799664,    0.197248
    6.400000,    9.899660,   -1.000000
    6.400000,    9.999657,   -1.000000
    6.400000,   10.099653,   -1.000000
    6.400000,   10.199650,   -1.000000
    6.400000,   10.299647,   -1.000000
    6.400000,   10.399643,   -1.000000
    6.400000,   10.499640,   -1.000000
    6.400000,   10.599636,   -1.000000
    6.400000,   10.699633,   -1.000000
    6.400000,   10.799629,   -1.000000
    6.400000,   10.899626,   -1.000000
    6.400000,   10.999623,   -1.000000
    6.400000,   11.099619,   -1.000000
    6.400000,   11.199616,   -1.000000
    6.400000,   11.299612,   -1.000000
    6.400000,   11.399609,   -1.000000
    6.400000,   11.499605,   -1.000000
    6.400000,   11.599602,   -1.000000
    6.400000,   11.699599,   -1.000000
    6.400000,   11.799595,   -1.000000
    6.400000,   11.899592,   -1.000000
    6.400000,   11.999588,   -1.000000
    6.400000,   12.099585,   -1.000000
    6.400000,   12.199581,   -1.000000
    6.400000,   12.299578,   -1.000000
    6.400000,   12.399575,   -1.000000
    6.400000,   12.499571,   -1.000000
    6.400000,   12.599568,   -1.000000
    6.400000,   12.699564,   -1.000000
    6.400000,   12.799561,   -1.000000
    6.400000,   12.899557,   -1.000000
    6.400000,   12.999554,   -1.000000
    6.400000,   13.099551,   -1.000000
    6.400000,   13.199547,   -1.000000
    6.400000,   13.299544,   -1.000000
    6.400000,   13.399540,   -1.000000
    6.400000,   13.499537,   -1.000000
    6.400000,   13.599533,   -1.000000
    6.400000,   13.699530,   -1.000000
    6.400000,   13.799527,   -1.000000
    6.400000,   13.899523,   -1.000000
    6.400000,   13.999520,   -1.000000
    6.400000,   14.099516,   -1.000000
    6.400000,   14.199513,   -1.000000
    6.400000,   14.299509,   -1.000000
    6.400000,   14.399506,   -1.000000
    6.400000,   14.499503,   -1.000000
    6.400000,   14.599499,   -1.000000
    6.400000,   14.699496,   -1.000000
    6.400000,   14.799492,   -1.000000
    6.400000,   14.899489,   -1.000000
    6.400000,   14.999485,   -1.000000
    6.400000,   15.099482,   -1.000000
    6.400000,   15.199479,   -1.000000
    6.400000,   15.299475,   -1.000000
    6.400000,   15.399472,   -1.000000
    6.400000,   15.499468,   -1.000000
    6.400000,   15.599465,   -1.000000
    6.400000,   15.699461,   -1.000000
    6.400000,   15.799458,   -1.000000
    6.400000,   15.899455,   -1.000000
    6.400000,   15.999451,   -1.000000
    6.400000,   16.099448,   -1.000000
    6.400000,   16.199444,   -1.000000
    6.400000,   16.299441,   -1.000000
    6.400000,   16.399437,   -1.000000
    6.400000,   16.499434,   -1.000000
    6.400000,   16.599431,   -1.000000
    6.400000,   16.699427,   -1.000000
    6.400000,   16.799424,   -1.000000
    6.400000,   16.899420,   -1.000000
    6.400000,   16.999417,   -1.000000
    6.400000,   17.099413,   -1.000000
    6.400000,   17.199410,   -1.000000
    6.400000,   17.299406,   -1.000000
    6.400000,   17.399403,   -1.000000
    6.400000,   17.499400,   -1.000000
    6.400000,   17.599396,   -1.000000
    6.400000,   17.699393,   -1.000000
    6.400000,   17.799389,   -1.000000
    6.400000,   17.899386,   -1.000000
    6.400000,   17.999382,   -1.000000
    6.400000,   18.099379,   -1.000000
    6.400000,   18.199376,   -1.000000
    6.400000,   18.299372,   -1.000000
    6.400000,   18.399369,   -1.000000
    6.400000,   18.499365,   -1.000000
    6.400000,   18.599362,   -1.000000
    6.400000,   18.699358,   -1.000000
    6.400000,   18.799355,   -1.000000
    6.400000,   18.899352,   -1.000000
    6.400000,   18.999348,   -1.000000
    6.400000,   19.099345,   -1.000000
    6.400000,   19.199341,   -1.000000
    6.400000,   19.299338,   -1.000000
    6.400000,   19.399334,   -1.000000
    6.400000,   19.499331,   -1.000000
    6.400000,   19.599328,   -1.000000
    6.400000,   19.699324,   -1.000000
    6.400000,   19.799321,   -1.000000
    6.400000,   19.899317,   -1.000000
    6.400000,   19.999314,   -1.000000
    6.400000,   20.099310,   -1.000000
    6.400000,   20.199307,   -1.000000
    6.400000,   20.299304,   -1.000000
    6.400000,   20.399300,   -1.000000
    6.400000,   20.499297,   -1.000000
    6.400000,   20.599293,   -1.000000
    6.400000,   20.699290,   -1.000000
    6.400000,   20.799286,   -1.000000
    6.400000,   20.899283,   -1.000000
    6.400000,   20.999280,   -1.000000
    6.400000,   21.099276,   -1.000000
    6.400000,   21.199273,   -1.000000
    6.400000,   21.299269,   -1.000000
    6.400000,   21.399266,   -1.000000
    6.400000,   21.499262,   -1.000000
    6.400000,   21.599259,   -1.000000
    6.400000,   21.699256,   -1.000000
    6.400000,   21.799252,   -1.000000
    6.400000,   21.899249,   -1.000000
    6.400000,   21.999245,   -1.000000
    6.400000,   22.099242,   -1.000000
    6.400000,   22.199238,   -1.000000
    6.400000,   22.299235,   -1.000000
    6.400000,   22.399232,   -1.000000
    6.400000,   22.499228,   -1.000000
    6.400000,   22.599225,   -1.000000
    6.400000,   22.699221,   -1.000000
    6.400000,   22.799218,   -1.000000
    6.400000,   22.899214,   -1.000000
    6.400000,   22.999211,   -1.000000
    6.400000,   23.099208,   -1.000000
    6.400000,   23.199204,   -1.000000
    6.400000,   23.299201,   -1.000000
    6.400000,   23.399197,   -1.000000
    6.400000,   23.499194,   -1.000000
    6.400000,   23.599190,   -1.000000
    6.400000,   23.699187,   -1.000000
    6.400000,   23.799183,   -1.000000
    6.400000,   23.899180,   -1.000000
    6.400000,   23.999177,   -1.000000
    6.400000,   24.099173,   -1.000000
    6.400000,   24.199170,   -1.000000
    6.400000,   24.299166,   -1.000000
    6.400000,   24.399163,   -1.000000
    6.400000,   24.499159,   -1.000000
    6.400000,   24.599156,   -1.000000
    6.400000,   24.699153,   -1.000000
    6.400000,   24.799149,   -1.000000
    6.400000,   24.899146,   -1.000000
    6.400000,   24.999142,   -1.000000
    6.400000,   25.099139,   -1.000000
    6.400000,   25.199135,   -1.000000
    6.400000,   25.299132,   -1.000000
    6.400000,   25.399129,   -1.000000
    6.400000,   25.499125,   -1.000000
    6.400000,   25.599122,   -1.000000
    6.400000,   25.699118,   -1.000000
    6.400000,   25.799115,   -1.000000
    6.400000,   25.899111,   -1.000000
    6.400000,   25.999108,   -1.000000
    6.400000,   26.099105,   -1.000000
    6.400000,   26.199101,   -1.000000
    6.400000,   26.299098,   -1.000000
    6.400000,   26.399094,   -1.000000
    6.400000,   26.499091,   -1.000000
    6.400000,   26.599087,   -1.000000
    6.400000,   26.699084,   -1.000000
    6.400000,   26.799081,   -1.000000
    6.400000,   26.899077,   -1.000000
    6.400000,   26.999074,   -1.000000
    6.400000,   27.099070,   -1.000000
    6.400000,   27.199067,   -1.000000
    6.400000,   27.299063,   -1.000000
    6.400000,   27.399060,   -1.000000
    6.400000,   27.499057,   -1.000000
    6.400000,   27.599053,   -1.000000
    6.400000,   27.699050,   -1.000000
    6.400000,   27.799046,   -1.000000
    6.400000,   27.899043,   -1.000000
    6.400000,   27.999039,   -1.000000
    6.400000,   28.099036,   -1.000000
    6.400000,   28.199033,   -1.000000
