 # Key parameters for the calculation
 # TASK,INSTR,TEMP,WING,E_UNIT
 #    1,   3, 300,   0,   1
 # Q, deltaE, Total
    1.400000,   14.499503,    0.047709
    1.400000,   14.599499,    0.046548
    1.400000,   14.699496,    0.045458
    1.400000,   14.799492,    0.044430
    1.400000,   14.899489,    0.043454
    1.400000,   14.999485,    0.042524
    1.400000,   15.099482,    0.041632
    1.400000,   15.199479,    0.040773
    1.400000,   15.299475,    0.039943
    1.400000,   15.399472,    0.039139
    1.400000,   15.499468,    0.038361
    1.400000,   15.599465,    0.037605
    1.400000,   15.699461,    0.036874
    1.400000,   15.799458,    0.036166
    1.400000,   15.899455,    0.035481
    1.400000,   15.999451,    0.034819
    1.400000,   16.099448,    0.034180
    1.400000,   16.199444,    0.033563
    1.400000,   16.299441,    0.032967
    1.400000,   16.399437,    0.032391
    1.400000,   16.499434,    0.031835
    1.400000,   16.599431,    0.031297
    1.400000,   16.699427,    0.030777
    1.400000,   16.799424,    0.030275
    1.400000,   16.899420,    0.029789
    1.400000,   16.999417,    0.029320
    1.400000,   17.099413,    0.028867
    1.400000,   17.199410,    0.028429
    1.400000,   17.299406,    0.028005
    1.400000,   17.399403,    0.027593
    1.400000,   17.499400,    0.027192
    1.400000,   17.599396,    0.026800
    1.400000,   17.699393,    0.026416
    1.400000,   17.799389,    0.026039
    1.400000,   17.899386,    0.025668
    1.400000,   17.999382,    0.025304
    1.400000,   18.099379,   -1.000000
    1.400000,   18.199376,   -1.000000
    1.400000,   18.299372,   -1.000000
    1.400000,   18.399369,   -1.000000
    1.400000,   18.499365,   -1.000000
    1.400000,   18.599362,   -1.000000
    1.400000,   18.699358,   -1.000000
    1.400000,   18.799355,   -1.000000
    1.400000,   18.899352,   -1.000000
    1.400000,   18.999348,   -1.000000
    1.400000,   19.099345,   -1.000000
    1.400000,   19.199341,   -1.000000
    1.400000,   19.299338,   -1.000000
    1.400000,   19.399334,   -1.000000
    1.400000,   19.499331,   -1.000000
    1.400000,   19.599328,   -1.000000
    1.400000,   19.699324,   -1.000000
    1.400000,   19.799321,   -1.000000
    1.400000,   19.899317,   -1.000000
    1.400000,   19.999314,   -1.000000
    1.400000,   20.099310,   -1.000000
    1.400000,   20.199307,   -1.000000
    1.400000,   20.299304,   -1.000000
    1.400000,   20.399300,   -1.000000
    1.400000,   20.499297,   -1.000000
    1.400000,   20.599293,   -1.000000
    1.400000,   20.699290,   -1.000000
    1.400000,   20.799286,   -1.000000
    1.400000,   20.899283,   -1.000000
    1.400000,   20.999280,   -1.000000
    1.400000,   21.099276,   -1.000000
    1.400000,   21.199273,   -1.000000
    1.400000,   21.299269,   -1.000000
    1.400000,   21.399266,   -1.000000
    1.400000,   21.499262,   -1.000000
    1.400000,   21.599259,   -1.000000
    1.400000,   21.699256,   -1.000000
    1.400000,   21.799252,   -1.000000
    1.400000,   21.899249,   -1.000000
    1.400000,   21.999245,   -1.000000
    1.400000,   22.099242,   -1.000000
    1.400000,   22.199238,   -1.000000
    1.400000,   22.299235,   -1.000000
    1.400000,   22.399232,   -1.000000
    1.400000,   22.499228,   -1.000000
    1.400000,   22.599225,   -1.000000
    1.400000,   22.699221,   -1.000000
    1.400000,   22.799218,   -1.000000
    1.400000,   22.899214,   -1.000000
    1.400000,   22.999211,   -1.000000
    1.400000,   23.099208,   -1.000000
    1.400000,   23.199204,   -1.000000
    1.400000,   23.299201,   -1.000000
    1.400000,   23.399197,   -1.000000
    1.400000,   23.499194,   -1.000000
    1.400000,   23.599190,   -1.000000
    1.400000,   23.699187,   -1.000000
    1.400000,   23.799183,   -1.000000
    1.400000,   23.899180,   -1.000000
    1.400000,   23.999177,   -1.000000
    1.400000,   24.099173,   -1.000000
    1.400000,   24.199170,   -1.000000
    1.400000,   24.299166,   -1.000000
    1.400000,   24.399163,   -1.000000
    1.400000,   24.499159,   -1.000000
    1.400000,   24.599156,   -1.000000
    1.400000,   24.699153,   -1.000000
    1.400000,   24.799149,   -1.000000
    1.400000,   24.899146,   -1.000000
    1.400000,   24.999142,   -1.000000
    1.400000,   25.099139,   -1.000000
    1.400000,   25.199135,   -1.000000
    1.400000,   25.299132,   -1.000000
    1.400000,   25.399129,   -1.000000
    1.400000,   25.499125,   -1.000000
    1.400000,   25.599122,   -1.000000
    1.400000,   25.699118,   -1.000000
    1.400000,   25.799115,   -1.000000
    1.400000,   25.899111,   -1.000000
    1.400000,   25.999108,   -1.000000
    1.400000,   26.099105,   -1.000000
    1.400000,   26.199101,   -1.000000
    1.400000,   26.299098,   -1.000000
    1.400000,   26.399094,   -1.000000
    1.400000,   26.499091,   -1.000000
    1.400000,   26.599087,   -1.000000
    1.400000,   26.699084,   -1.000000
    1.400000,   26.799081,   -1.000000
    1.400000,   26.899077,   -1.000000
    1.400000,   26.999074,   -1.000000
    1.400000,   27.099070,   -1.000000
    1.400000,   27.199067,   -1.000000
    1.400000,   27.299063,   -1.000000
    1.400000,   27.399060,   -1.000000
    1.400000,   27.499057,   -1.000000
    1.400000,   27.599053,   -1.000000
    1.400000,   27.699050,   -1.000000
    1.400000,   27.799046,   -1.000000
    1.400000,   27.899043,   -1.000000
    1.400000,   27.999039,   -1.000000
    1.400000,   28.099036,   -1.000000
    1.400000,   28.199033,   -1.000000
    1.400000,   28.299029,   -1.000000
    1.400000,   28.399026,   -1.000000
    1.400000,   28.499022,   -1.000000
    1.400000,   28.599019,   -1.000000
    1.400000,   28.699015,   -1.000000
    1.400000,   28.799012,   -1.000000
    1.400000,   28.899009,   -1.000000
    1.400000,   28.999005,   -1.000000
    1.400000,   29.099002,   -1.000000
    1.400000,   29.198998,   -1.000000
    1.400000,   29.298995,   -1.000000
    1.400000,   29.398991,   -1.000000
    1.400000,   29.498988,   -1.000000
    1.400000,   29.598985,   -1.000000
    1.400000,   29.698981,   -1.000000
    1.400000,   29.798978,   -1.000000
    1.400000,   29.898974,   -1.000000

    1.450000,    0.099997,    0.000015
    1.450000,    0.199993,    0.000016
    1.450000,    0.299990,    0.000016
    1.450000,    0.399986,    0.000017
    1.450000,    0.499983,    0.000018
    1.450000,    0.599979,    0.000018
    1.450000,    0.699976,    0.000019
    1.450000,    0.799973,    0.000019
    1.450000,    0.899969,    0.000019
    1.450000,    0.999966,    0.000020
    1.450000,    1.099962,    0.000020
    1.450000,    1.199959,    0.000020
    1.450000,    1.299955,    0.000020
    1.450000,    1.399952,    0.000021
    1.450000,    1.499949,    0.000021
    1.450000,    1.599945,    0.000021
    1.450000,    1.699942,    0.000021
    1.450000,    1.799938,    0.000022
    1.450000,    1.899935,    0.000022
    1.450000,    1.999931,    0.000023
    1.450000,    2.099928,    0.000023
    1.450000,    2.199925,    0.000024
    1.450000,    2.299921,    0.000026
    1.450000,    2.399918,    0.000027
    1.450000,    2.499914,    0.000029
    1.450000,    2.599911,    0.000032
    1.450000,    2.699907,    0.000035
    1.450000,    2.799904,    0.000039
    1.450000,    2.899901,    0.000044
    1.450000,    2.999897,    0.000051
    1.450000,    3.099894,    0.000059
    1.450000,    3.199890,    0.000068
    1.450000,    3.299887,    0.000080
    1.450000,    3.399883,    0.000095
    1.450000,    3.499880,    0.000113
    1.450000,    3.599876,    0.000134
    1.450000,    3.699873,    0.000160
    1.450000,    3.799870,    0.000191
    1.450000,    3.899866,    0.000228
    1.450000,    3.999863,    0.000273
    1.450000,    4.099859,    0.000325
    1.450000,    4.199856,    0.000387
    1.450000,    4.299852,    0.000460
    1.450000,    4.399849,    0.000546
    1.450000,    4.499846,    0.000646
    1.450000,    4.599842,    0.000762
    1.450000,    4.699839,    0.000896
    1.450000,    4.799835,    0.001051
    1.450000,    4.899832,    0.001230
    1.450000,    4.999828,    0.001434
    1.450000,    5.099825,    0.001669
    1.450000,    5.199822,    0.001937
    1.450000,    5.299818,    0.002242
    1.450000,    5.399815,    0.002590
    1.450000,    5.499811,    0.002984
    1.450000,    5.599808,    0.003431
    1.450000,    5.699804,    0.003936
    1.450000,    5.799801,    0.004506
    1.450000,    5.899798,    0.005148
    1.450000,    5.999794,    0.005868
    1.450000,    6.099791,    0.006674
    1.450000,    6.199787,    0.007573
    1.450000,    6.299784,    0.008573
    1.450000,    6.399780,    0.009681
    1.450000,    6.499777,    0.010903
    1.450000,    6.599774,    0.012246
    1.450000,    6.699770,    0.013715
    1.450000,    6.799767,    0.015315
    1.450000,    6.899763,    0.017050
    1.450000,    6.999760,    0.018922
    1.450000,    7.099756,    0.020933
    1.450000,    7.199753,    0.023085
    1.450000,    7.299750,    0.025376
    1.450000,    7.399746,    0.027807
    1.450000,    7.499743,    0.030377
    1.450000,    7.599739,    0.033083
    1.450000,    7.699736,    0.035924
    1.450000,    7.799732,    0.038897
    1.450000,    7.899729,    0.041998
    1.450000,    7.999726,    0.045223
    1.450000,    8.099722,    0.048567
    1.450000,    8.199719,    0.052022
    1.450000,    8.299715,    0.055579
    1.450000,    8.399712,    0.059225
    1.450000,    8.499708,    0.062945
    1.450000,    8.599705,    0.066721
    1.450000,    8.699702,    0.070529
    1.450000,    8.799698,    0.074344
    1.450000,    8.899695,    0.078138
    1.450000,    8.999691,    0.081879
    1.450000,    9.099688,    0.085532
    1.450000,    9.199684,    0.089064
    1.450000,    9.299681,    0.092440
    1.450000,    9.399678,    0.095627
    1.450000,    9.499674,    0.098594
    1.450000,    9.599671,    0.101313
    1.450000,    9.699667,    0.103760
    1.450000,    9.799664,    0.105916
    1.450000,    9.899660,    0.107766
    1.450000,    9.999657,    0.109301
    1.450000,   10.099653,    0.110515
    1.450000,   10.199650,    0.111408
    1.450000,   10.299647,    0.111982
    1.450000,   10.399643,    0.112243
    1.450000,   10.499640,    0.112201
    1.450000,   10.599636,    0.111864
    1.450000,   10.699633,    0.111246
    1.450000,   10.799629,    0.110359
    1.450000,   10.899626,    0.109218
    1.450000,   10.999623,    0.107838
    1.450000,   11.099619,    0.106234
    1.450000,   11.199616,    0.104424
    1.450000,   11.299612,    0.102426
    1.450000,   11.399609,    0.100261
    1.450000,   11.499605,    0.097948
    1.450000,   11.599602,    0.095513
    1.450000,   11.699599,    0.092978
    1.450000,   11.799595,    0.090370
    1.450000,   11.899592,    0.087716
    1.450000,   11.999588,    0.085041
    1.450000,   12.099585,    0.082373
    1.450000,   12.199581,    0.079737
    1.450000,   12.299578,    0.077156
    1.450000,   12.399575,    0.074649
    1.450000,   12.499571,    0.072234
    1.450000,   12.599568,    0.069922
    1.450000,   12.699564,    0.067721
    1.450000,   12.799561,    0.065636
    1.450000,   12.899557,    0.063666
    1.450000,   12.999554,    0.061806
    1.450000,   13.099551,    0.060049
    1.450000,   13.199547,    0.058386
    1.450000,   13.299544,    0.056809
    1.450000,   13.399540,    0.055305
    1.450000,   13.499537,    0.053868
    1.450000,   13.599533,    0.052489
    1.450000,   13.699530,    0.051163
    1.450000,   13.799527,    0.049887
    1.450000,   13.899523,    0.048659
    1.450000,   13.999520,    0.047479
    1.450000,   14.099516,    0.046349
    1.450000,   14.199513,    0.045269
    1.450000,   14.299509,    0.044243
    1.450000,   14.399506,    0.043270
    1.450000,   14.499503,    0.042350
    1.450000,   14.599499,    0.041482
    1.450000,   14.699496,    0.040662
    1.450000,   14.799492,    0.039887
    1.450000,   14.899489,    0.039151
    1.450000,   14.999485,    0.038451
    1.450000,   15.099482,    0.037780
    1.450000,   15.199479,    0.037134
    1.450000,   15.299475,    0.036509
    1.450000,   15.399472,    0.035900
    1.450000,   15.499468,    0.035305
    1.450000,   15.599465,    0.034721
    1.450000,   15.699461,    0.034147
    1.450000,   15.799458,    0.033581
    1.450000,   15.899455,    0.033022
    1.450000,   15.999451,    0.032470
    1.450000,   16.099448,    0.031923
    1.450000,   16.199444,    0.031384
    1.450000,   16.299441,    0.030851
    1.450000,   16.399437,    0.030327
    1.450000,   16.499434,    0.029812
    1.450000,   16.599431,    0.029309
    1.450000,   16.699427,    0.028821
    1.450000,   16.799424,    0.028348
    1.450000,   16.899420,    0.027895
    1.450000,   16.999417,    0.027461
    1.450000,   17.099413,    0.027048
    1.450000,   17.199410,    0.026657
    1.450000,   17.299406,    0.026287
    1.450000,   17.399403,    0.025937
    1.450000,   17.499400,    0.025604
    1.450000,   17.599396,    0.025287
    1.450000,   17.699393,    0.024983
    1.450000,   17.799389,    0.024688
    1.450000,   17.899386,    0.024401
    1.450000,   17.999382,    0.024119
    1.450000,   18.099379,    0.023840
    1.450000,   18.199376,    0.023563
    1.450000,   18.299372,    0.023287
    1.450000,   18.399369,    0.023014
    1.450000,   18.499365,    0.022742
    1.450000,   18.599362,   -1.000000
    1.450000,   18.699358,   -1.000000
    1.450000,   18.799355,   -1.000000
    1.450000,   18.899352,   -1.000000
    1.450000,   18.999348,   -1.000000
    1.450000,   19.099345,   -1.000000
    1.450000,   19.199341,   -1.000000
    1.450000,   19.299338,   -1.000000
    1.450000,   19.399334,   -1.000000
    1.450000,   19.499331,   -1.000000
    1.450000,   19.599328,   -1.000000
    1.450000,   19.699324,   -1.000000
    1.450000,   19.799321,   -1.000000
    1.450000,   19.899317,   -1.000000
    1.450000,   19.999314,   -1.000000
    1.450000,   20.099310,   -1.000000
    1.450000,   20.199307,   -1.000000
    1.450000,   20.299304,   -1.000000
    1.450000,   20.399300,   -1.000000
    1.450000,   20.499297,   -1.000000
    1.450000,   20.599293,   -1.000000
    1.450000,   20.699290,   -1.000000
    1.450000,   20.799286,   -1.000000
    1.450000,   20.899283,   -1.000000
    1.450000,   20.999280,   -1.000000
    1.450000,   21.099276,   -1.000000
    1.450000,   21.199273,   -1.000000
    1.450000,   21.299269,   -1.000000
    1.450000,   21.399266,   -1.000000
    1.450000,   21.499262,   -1.000000
    1.450000,   21.599259,   -1.000000
    1.450000,   21.699256,   -1.000000
    1.450000,   21.799252,   -1.000000
    1.450000,   21.899249,   -1.000000
    1.450000,   21.999245,   -1.000000
    1.450000,   22.099242,   -1.000000
    1.450000,   22.199238,   -1.000000
    1.450000,   22.299235,   -1.000000
    1.450000,   22.399232,   -1.000000
    1.450000,   22.499228,   -1.000000
    1.450000,   22.599225,   -1.000000
    1.450000,   22.699221,   -1.000000
    1.450000,   22.799218,   -1.000000
    1.450000,   22.899214,   -1.000000
    1.450000,   22.999211,   -1.000000
    1.450000,   23.099208,   -1.000000
    1.450000,   23.199204,   -1.000000
    1.450000,   23.299201,   -1.000000
    1.450000,   23.399197,   -1.000000
    1.450000,   23.499194,   -1.000000
    1.450000,   23.599190,   -1.000000
    1.450000,   23.699187,   -1.000000
    1.450000,   23.799183,   -1.000000
    1.450000,   23.899180,   -1.000000
    1.450000,   23.999177,   -1.000000
    1.450000,   24.099173,   -1.000000
    1.450000,   24.199170,   -1.000000
    1.450000,   24.299166,   -1.000000
    1.450000,   24.399163,   -1.000000
    1.450000,   24.499159,   -1.000000
    1.450000,   24.599156,   -1.000000
    1.450000,   24.699153,   -1.000000
    1.450000,   24.799149,   -1.000000
    1.450000,   24.899146,   -1.000000
    1.450000,   24.999142,   -1.000000
    1.450000,   25.099139,   -1.000000
    1.450000,   25.199135,   -1.000000
    1.450000,   25.299132,   -1.000000
    1.450000,   25.399129,   -1.000000
    1.450000,   25.499125,   -1.000000
    1.450000,   25.599122,   -1.000000
    1.450000,   25.699118,   -1.000000
    1.450000,   25.799115,   -1.000000
    1.450000,   25.899111,   -1.000000
    1.450000,   25.999108,   -1.000000
    1.450000,   26.099105,   -1.000000
    1.450000,   26.199101,   -1.000000
    1.450000,   26.299098,   -1.000000
    1.450000,   26.399094,   -1.000000
    1.450000,   26.499091,   -1.000000
    1.450000,   26.599087,   -1.000000
    1.450000,   26.699084,   -1.000000
    1.450000,   26.799081,   -1.000000
    1.450000,   26.899077,   -1.000000
    1.450000,   26.999074,   -1.000000
    1.450000,   27.099070,   -1.000000
    1.450000,   27.199067,   -1.000000
    1.450000,   27.299063,   -1.000000
    1.450000,   27.399060,   -1.000000
    1.450000,   27.499057,   -1.000000
    1.450000,   27.599053,   -1.000000
    1.450000,   27.699050,   -1.000000
    1.450000,   27.799046,   -1.000000
    1.450000,   27.899043,   -1.000000
    1.450000,   27.999039,   -1.000000
    1.450000,   28.099036,   -1.000000
    1.450000,   28.199033,   -1.000000
    1.450000,   28.299029,   -1.000000
    1.450000,   28.399026,   -1.000000
    1.450000,   28.499022,   -1.000000
    1.450000,   28.599019,   -1.000000
    1.450000,   28.699015,   -1.000000
    1.450000,   28.799012,   -1.000000
    1.450000,   28.899009,   -1.000000
    1.450000,   28.999005,   -1.000000
    1.450000,   29.099002,   -1.000000
    1.450000,   29.198998,   -1.000000
    1.450000,   29.298995,   -1.000000
    1.450000,   29.398991,   -1.000000
    1.450000,   29.498988,   -1.000000
    1.450000,   29.598985,   -1.000000
    1.450000,   29.698981,   -1.000000
    1.450000,   29.798978,   -1.000000
    1.450000,   29.898974,   -1.000000

    1.500000,    0.099997,    0.000023
    1.500000,    0.199993,    0.000026
    1.500000,    0.299990,    0.000028
    1.500000,    0.399986,    0.000031
    1.500000,    0.499983,    0.000033
    1.500000,    0.599979,    0.000037
    1.500000,    0.699976,    0.000041
    1.500000,    0.799973,    0.000045
    1.500000,    0.899969,    0.000051
    1.500000,    0.999966,    0.000057
    1.500000,    1.099962,    0.000064
    1.500000,    1.199959,    0.000073
    1.500000,    1.299955,    0.000084
    1.500000,    1.399952,    0.000096
    1.500000,    1.499949,    0.000110
    1.500000,    1.599945,    0.000127
    1.500000,    1.699942,    0.000146
    1.500000,    1.799938,    0.000169
    1.500000,    1.899935,    0.000196
    1.500000,    1.999931,    0.000226
    1.500000,    2.099928,    0.000261
    1.500000,    2.199925,    0.000302
    1.500000,    2.299921,    0.000348
    1.500000,    2.399918,    0.000401
    1.500000,    2.499914,    0.000462
    1.500000,    2.599911,    0.000532
    1.500000,    2.699907,    0.000611
    1.500000,    2.799904,    0.000701
    1.500000,    2.899901,    0.000805
    1.500000,    2.999897,    0.000924
    1.500000,    3.099894,    0.001059
    1.500000,    3.199890,    0.001215
    1.500000,    3.299887,    0.001394
    1.500000,    3.399883,    0.001599
    1.500000,    3.499880,    0.001835
    1.500000,    3.599876,    0.002105
    1.500000,    3.699873,    0.002415
    1.500000,    3.799870,    0.002768
    1.500000,    3.899866,    0.003172
    1.500000,    3.999863,    0.003631
    1.500000,    4.099859,    0.004151
    1.500000,    4.199856,    0.004738
    1.500000,    4.299852,    0.005398
    1.500000,    4.399849,    0.006138
    1.500000,    4.499846,    0.006962
    1.500000,    4.599842,    0.007878
    1.500000,    4.699839,    0.008890
    1.500000,    4.799835,    0.010005
    1.500000,    4.899832,    0.011227
    1.500000,    4.999828,    0.012562
    1.500000,    5.099825,    0.014015
    1.500000,    5.199822,    0.015591
    1.500000,    5.299818,    0.017295
    1.500000,    5.399815,    0.019133
    1.500000,    5.499811,    0.021108
    1.500000,    5.599808,    0.023226
    1.500000,    5.699804,    0.025492
    1.500000,    5.799801,    0.027910
    1.500000,    5.899798,    0.030483
    1.500000,    5.999794,    0.033214
    1.500000,    6.099791,    0.036105
    1.500000,    6.199787,    0.039156
    1.500000,    6.299784,    0.042365
    1.500000,    6.399780,    0.045729
    1.500000,    6.499777,    0.049240
    1.500000,    6.599774,    0.052890
    1.500000,    6.699770,    0.056667
    1.500000,    6.799767,    0.060556
    1.500000,    6.899763,    0.064541
    1.500000,    6.999760,    0.068600
    1.500000,    7.099756,    0.072713
    1.500000,    7.199753,    0.076854
    1.500000,    7.299750,    0.080999
    1.500000,    7.399746,    0.085122
    1.500000,    7.499743,    0.089196
    1.500000,    7.599739,    0.093195
    1.500000,    7.699736,    0.097095
    1.500000,    7.799732,    0.100869
    1.500000,    7.899729,    0.104496
    1.500000,    7.999726,    0.107954
    1.500000,    8.099722,    0.111223
    1.500000,    8.199719,    0.114285
    1.500000,    8.299715,    0.117124
    1.500000,    8.399712,    0.119723
    1.500000,    8.499708,    0.122070
    1.500000,    8.599705,    0.124151
    1.500000,    8.699702,    0.125955
    1.500000,    8.799698,    0.127472
    1.500000,    8.899695,    0.128691
    1.500000,    8.999691,    0.129604
    1.500000,    9.099688,    0.130206
    1.500000,    9.199684,    0.130490
    1.500000,    9.299681,    0.130454
    1.500000,    9.399678,    0.130098
    1.500000,    9.499674,    0.129425
    1.500000,    9.599671,    0.128440
    1.500000,    9.699667,    0.127153
    1.500000,    9.799664,    0.125578
    1.500000,    9.899660,    0.123733
    1.500000,    9.999657,    0.121639
    1.500000,   10.099653,    0.119322
    1.500000,   10.199650,    0.116811
    1.500000,   10.299647,    0.114138
    1.500000,   10.399643,    0.111335
    1.500000,   10.499640,    0.108437
    1.500000,   10.599636,    0.105478
    1.500000,   10.699633,    0.102490
    1.500000,   10.799629,    0.099504
    1.500000,   10.899626,    0.096547
    1.500000,   10.999623,    0.093642
    1.500000,   11.099619,    0.090807
    1.500000,   11.199616,    0.088056
    1.500000,   11.299612,    0.085396
    1.500000,   11.399609,    0.082833
    1.500000,   11.499605,    0.080366
    1.500000,   11.599602,    0.077993
    1.500000,   11.699599,    0.075708
    1.500000,   11.799595,    0.073507
    1.500000,   11.899592,    0.071384
    1.500000,   11.999588,    0.069332
    1.500000,   12.099585,    0.067348
    1.500000,   12.199581,    0.065430
    1.500000,   12.299578,    0.063576
    1.500000,   12.399575,    0.061788
    1.500000,   12.499571,    0.060067
    1.500000,   12.599568,    0.058415
    1.500000,   12.699564,    0.056835
    1.500000,   12.799561,    0.055329
    1.500000,   12.899557,    0.053898
    1.500000,   12.999554,    0.052542
    1.500000,   13.099551,    0.051259
    1.500000,   13.199547,    0.050048
    1.500000,   13.299544,    0.048905
    1.500000,   13.399540,    0.047825
    1.500000,   13.499537,    0.046803
    1.500000,   13.599533,    0.045836
    1.500000,   13.699530,    0.044919
    1.500000,   13.799527,    0.044046
    1.500000,   13.899523,    0.043214
    1.500000,   13.999520,    0.042419
    1.500000,   14.099516,    0.041658
    1.500000,   14.199513,    0.040928
    1.500000,   14.299509,    0.040224
    1.500000,   14.399506,    0.039544
    1.500000,   14.499503,    0.038883
    1.500000,   14.599499,    0.038239
    1.500000,   14.699496,    0.037608
    1.500000,   14.799492,    0.036987
    1.500000,   14.899489,    0.036374
    1.500000,   14.999485,    0.035767
    1.500000,   15.099482,    0.035167
    1.500000,   15.199479,    0.034573
    1.500000,   15.299475,    0.033986
    1.500000,   15.399472,    0.033408
    1.500000,   15.499468,    0.032841
    1.500000,   15.599465,    0.032287
    1.500000,   15.699461,    0.031747
    1.500000,   15.799458,    0.031223
    1.500000,   15.899455,    0.030715
    1.500000,   15.999451,    0.030224
    1.500000,   16.099448,    0.029749
    1.500000,   16.199444,    0.029291
    1.500000,   16.299441,    0.028848
    1.500000,   16.399437,    0.028420
    1.500000,   16.499434,    0.028006
    1.500000,   16.599431,    0.027606
    1.500000,   16.699427,    0.027220
    1.500000,   16.799424,    0.026846
    1.500000,   16.899420,    0.026484
    1.500000,   16.999417,    0.026134
    1.500000,   17.099413,    0.025795
    1.500000,   17.199410,    0.025465
    1.500000,   17.299406,    0.025146
    1.500000,   17.399403,    0.024835
    1.500000,   17.499400,    0.024533
    1.500000,   17.599396,    0.024239
    1.500000,   17.699393,    0.023951
    1.500000,   17.799389,    0.023670
    1.500000,   17.899386,    0.023393
    1.500000,   17.999382,    0.023119
    1.500000,   18.099379,    0.022846
    1.500000,   18.199376,    0.022573
    1.500000,   18.299372,    0.022300
    1.500000,   18.399369,    0.022026
    1.500000,   18.499365,    0.021751
    1.500000,   18.599362,    0.021477
    1.500000,   18.699358,    0.021204
    1.500000,   18.799355,    0.020936
    1.500000,   18.899352,    0.020673
    1.500000,   18.999348,   -1.000000
    1.500000,   19.099345,   -1.000000
    1.500000,   19.199341,   -1.000000
    1.500000,   19.299338,   -1.000000
    1.500000,   19.399334,   -1.000000
    1.500000,   19.499331,   -1.000000
    1.500000,   19.599328,   -1.000000
    1.500000,   19.699324,   -1.000000
    1.500000,   19.799321,   -1.000000
    1.500000,   19.899317,   -1.000000
    1.500000,   19.999314,   -1.000000
    1.500000,   20.099310,   -1.000000
    1.500000,   20.199307,   -1.000000
    1.500000,   20.299304,   -1.000000
    1.500000,   20.399300,   -1.000000
    1.500000,   20.499297,   -1.000000
    1.500000,   20.599293,   -1.000000
    1.500000,   20.699290,   -1.000000
    1.500000,   20.799286,   -1.000000
    1.500000,   20.899283,   -1.000000
    1.500000,   20.999280,   -1.000000
    1.500000,   21.099276,   -1.000000
    1.500000,   21.199273,   -1.000000
    1.500000,   21.299269,   -1.000000
    1.500000,   21.399266,   -1.000000
    1.500000,   21.499262,   -1.000000
    1.500000,   21.599259,   -1.000000
    1.500000,   21.699256,   -1.000000
    1.500000,   21.799252,   -1.000000
    1.500000,   21.899249,   -1.000000
    1.500000,   21.999245,   -1.000000
    1.500000,   22.099242,   -1.000000
    1.500000,   22.199238,   -1.000000
    1.500000,   22.299235,   -1.000000
    1.500000,   22.399232,   -1.000000
    1.500000,   22.499228,   -1.000000
    1.500000,   22.599225,   -1.000000
    1.500000,   22.699221,   -1.000000
    1.500000,   22.799218,   -1.000000
    1.500000,   22.899214,   -1.000000
    1.500000,   22.999211,   -1.000000
    1.500000,   23.099208,   -1.000000
    1.500000,   23.199204,   -1.000000
    1.500000,   23.299201,   -1.000000
    1.500000,   23.399197,   -1.000000
    1.500000,   23.499194,   -1.000000
    1.500000,   23.599190,   -1.000000
    1.500000,   23.699187,   -1.000000
    1.500000,   23.799183,   -1.000000
    1.500000,   23.899180,   -1.000000
    1.500000,   23.999177,   -1.000000
    1.500000,   24.099173,   -1.000000
    1.500000,   24.199170,   -1.000000
    1.500000,   24.299166,   -1.000000
    1.500000,   24.399163,   -1.000000
    1.500000,   24.499159,   -1.000000
    1.500000,   24.599156,   -1.000000
    1.500000,   24.699153,   -1.000000
    1.500000,   24.799149,   -1.000000
    1.500000,   24.899146,   -1.000000
    1.500000,   24.999142,   -1.000000
    1.500000,   25.099139,   -1.000000
    1.500000,   25.199135,   -1.000000
    1.500000,   25.299132,   -1.000000
    1.500000,   25.399129,   -1.000000
    1.500000,   25.499125,   -1.000000
    1.500000,   25.599122,   -1.000000
    1.500000,   25.699118,   -1.000000
    1.500000,   25.799115,   -1.000000
    1.500000,   25.899111,   -1.000000
    1.500000,   25.999108,   -1.000000
    1.500000,   26.099105,   -1.000000
    1.500000,   26.199101,   -1.000000
    1.500000,   26.299098,   -1.000000
    1.500000,   26.399094,   -1.000000
    1.500000,   26.499091,   -1.000000
    1.500000,   26.599087,   -1.000000
    1.500000,   26.699084,   -1.000000
    1.500000,   26.799081,   -1.000000
    1.500000,   26.899077,   -1.000000
    1.500000,   26.999074,   -1.000000
    1.500000,   27.099070,   -1.000000
    1.500000,   27.199067,   -1.000000
    1.500000,   27.299063,   -1.000000
    1.500000,   27.399060,   -1.000000
    1.500000,   27.499057,   -1.000000
    1.500000,   27.599053,   -1.000000
    1.500000,   27.699050,   -1.000000
    1.500000,   27.799046,   -1.000000
    1.500000,   27.899043,   -1.000000
    1.500000,   27.999039,   -1.000000
    1.500000,   28.099036,   -1.000000
    1.500000,   28.199033,   -1.000000
    1.500000,   28.299029,   -1.000000
    1.500000,   28.399026,   -1.000000
    1.500000,   28.499022,   -1.000000
    1.500000,   28.599019,   -1.000000
    1.500000,   28.699015,   -1.000000
    1.500000,   28.799012,   -1.000000
    1.500000,   28.899009,   -1.000000
    1.500000,   28.999005,   -1.000000
    1.500000,   29.099002,   -1.000000
    1.500000,   29.198998,   -1.000000
    1.500000,   29.298995,   -1.000000
    1.500000,   29.398991,   -1.000000
    1.500000,   29.498988,   -1.000000
    1.500000,   29.598985,   -1.000000
    1.500000,   29.698981,   -1.000000
    1.500000,   29.798978,   -1.000000
    1.500000,   29.898974,   -1.000000

    1.550000,    0.099997,    0.000448
