0.000000000000000000e+00 5.398080163112762290e-06
7.500000000000000000e-01 4.821966668569551432e-05
1.500000000000000000e+00 1.537103691066750921e-04
2.250000000000000000e+00 2.964875640093719844e-04
3.000000000000000000e+00 4.235846696701580467e-04
3.750000000000000000e+00 5.362478729949962837e-04
4.500000000000000000e+00 6.471799007670478703e-04
5.250000000000000000e+00 7.623621090333119370e-04
6.000000000000000000e+00 8.938157722503557376e-04
6.750000000000000000e+00 1.031068377005464609e-03
7.500000000000000000e+00 1.167468547482454402e-03
8.250000000000000000e+00 1.297792235101055680e-03
9.000000000000000000e+00 1.438698240059412426e-03
9.750000000000000000e+00 1.602214644365652224e-03
1.050000000000000000e+01 1.772547245005154370e-03
1.125000000000000000e+01 1.977337566718457770e-03
1.200000000000000000e+01 2.228507339927010382e-03
1.275000000000000000e+01 2.537371573639427697e-03
1.350000000000000000e+01 2.833944697078892572e-03
1.425000000000000000e+01 3.051208899254917624e-03
1.500000000000000000e+01 3.251456625125477215e-03
1.575000000000000000e+01 3.380316242798342159e-03
1.650000000000000000e+01 3.404650938425318740e-03
1.725000000000000000e+01 3.373174101895767048e-03
1.800000000000000000e+01 3.321963267346767380e-03
1.875000000000000000e+01 3.332139116433408942e-03
1.950000000000000000e+01 3.303986596515194954e-03
2.025000000000000000e+01 3.223576904152868159e-03
2.100000000000000000e+01 3.203297679577324884e-03
2.175000000000000000e+01 3.189525759679253010e-03
2.250000000000000000e+01 3.154093922932804141e-03
2.325000000000000000e+01 3.132261878587881600e-03
2.400000000000000000e+01 3.146437956806440693e-03
2.475000000000000000e+01 3.178618096306741903e-03
2.550000000000000000e+01 3.221894761199509561e-03
2.625000000000000000e+01 3.270719688788510660e-03
2.700000000000000000e+01 3.310337447076120050e-03
2.775000000000000000e+01 3.345351620713032936e-03
2.850000000000000000e+01 3.388802958720824304e-03
2.925000000000000000e+01 3.436472878914053827e-03
3.000000000000000000e+01 3.496864412217708454e-03
3.075000000000000000e+01 3.563616752076576716e-03
3.150000000000000000e+01 3.609900259614727807e-03
3.225000000000000000e+01 3.645949350992520096e-03
3.300000000000000000e+01 3.647248732250987779e-03
3.375000000000000000e+01 3.631173258449791642e-03
3.450000000000000000e+01 3.646532935076259117e-03
3.525000000000000000e+01 3.677610186916558180e-03
3.600000000000000000e+01 3.767572269520610105e-03
3.675000000000000000e+01 3.886976767506539546e-03
3.750000000000000000e+01 4.001560390494623975e-03
3.825000000000000000e+01 4.113733575983782864e-03
3.900000000000000000e+01 4.165339026699623956e-03
3.975000000000000000e+01 4.186660610028807017e-03
4.050000000000000000e+01 4.134949083355505400e-03
4.125000000000000000e+01 4.046721001680964047e-03
4.200000000000000000e+01 3.953274718394832882e-03
4.275000000000000000e+01 3.857219334302906810e-03
4.350000000000000000e+01 3.871894932258731874e-03
4.425000000000000000e+01 3.941936021238432938e-03
4.500000000000000000e+01 4.084804180994647260e-03
4.575000000000000000e+01 4.264085876139119512e-03
4.650000000000000000e+01 4.387539719340143203e-03
4.725000000000000000e+01 4.483079636569444783e-03
4.800000000000000000e+01 4.543058125961080967e-03
4.875000000000000000e+01 4.585255901433884021e-03
4.950000000000000000e+01 4.665380603340629415e-03
5.025000000000000000e+01 4.764468768464346846e-03
5.100000000000000000e+01 4.907217359141960271e-03
5.175000000000000000e+01 5.071796162596522127e-03
5.250000000000000000e+01 5.215759444988599287e-03
5.325000000000000000e+01 5.349414966849432365e-03
5.400000000000000000e+01 5.471150690620292870e-03
5.475000000000000000e+01 5.586926515346167521e-03
5.550000000000000000e+01 5.772502875004374180e-03
5.625000000000000000e+01 5.992979502128748144e-03
5.700000000000000000e+01 6.227890848879978278e-03
5.775000000000000000e+01 6.470019555444635195e-03
5.850000000000000000e+01 6.467607937544826713e-03
5.925000000000000000e+01 6.342926157412787265e-03
6.000000000000000000e+01 5.948851604434353922e-03
6.075000000000000000e+01 5.420080665032723198e-03
6.150000000000000000e+01 4.929331929069500490e-03
6.225000000000000000e+01 4.457594294825482223e-03
6.300000000000000000e+01 4.230249654050917754e-03
6.375000000000000000e+01 4.125101510011080184e-03
6.450000000000000000e+01 4.081705085443856559e-03
6.525000000000000000e+01 4.069184520612939907e-03
6.600000000000000000e+01 3.999921156147722388e-03
6.675000000000000000e+01 3.902286391865352269e-03
6.750000000000000000e+01 3.964194856503950107e-03
6.825000000000000000e+01 4.105874935603028887e-03
6.900000000000000000e+01 4.316418958511670893e-03
6.975000000000000000e+01 4.561394953325093211e-03
7.050000000000000000e+01 4.857453531270308419e-03
7.125000000000000000e+01 5.179053400781420506e-03
7.200000000000000000e+01 5.568733719380415670e-03
7.275000000000000000e+01 5.992454262523352372e-03
7.350000000000000000e+01 6.323247233312770735e-03
7.425000000000000000e+01 6.607576417925431662e-03
7.500000000000000000e+01 7.227506612975968456e-03
7.575000000000000000e+01 8.015237313245443182e-03
7.650000000000000000e+01 8.665059986634943145e-03
7.725000000000000000e+01 9.245928646584454860e-03
7.800000000000000000e+01 9.322329161636448008e-03
7.875000000000000000e+01 9.146495604239681873e-03
7.950000000000000000e+01 8.882107963918462606e-03
8.025000000000000000e+01 8.573443282135015039e-03
8.100000000000000000e+01 8.357742498646673901e-03
8.175000000000000000e+01 8.188523664305884242e-03
8.250000000000000000e+01 7.994950120905472066e-03
8.325000000000000000e+01 7.789199222975247763e-03
8.400000000000000000e+01 7.686952769766513920e-03
8.475000000000000000e+01 7.636458538918522269e-03
8.550000000000000000e+01 7.571581460259642869e-03
8.625000000000000000e+01 7.499512957695316125e-03
8.700000000000000000e+01 7.369098289208425578e-03
8.775000000000000000e+01 7.209510537760252698e-03
8.850000000000000000e+01 7.155506675648509209e-03
8.925000000000000000e+01 7.154294758204982584e-03
9.000000000000000000e+01 7.206466057488838256e-03
9.075000000000000000e+01 7.285328965136383776e-03
9.150000000000000000e+01 7.341901201725193477e-03
9.225000000000000000e+01 7.387328102784633532e-03
9.300000000000000000e+01 7.377095893545207624e-03
9.375000000000000000e+01 7.339034129156346564e-03
9.450000000000000000e+01 7.238351542838365044e-03
9.525000000000000000e+01 7.106358545555820257e-03
9.600000000000000000e+01 7.155754850676889454e-03
9.675000000000000000e+01 7.205857216288173543e-03
9.750000000000000000e+01 7.240320470433191276e-03
9.825000000000000000e+01 7.266964168845076698e-03
9.900000000000000000e+01 7.261164148691972436e-03
9.975000000000000000e+01 7.239142269256375502e-03
1.005000000000000000e+02 7.175139542107248497e-03
1.012500000000000000e+02 7.090146391101355590e-03
1.020000000000000000e+02 6.966183283494662565e-03
1.027500000000000000e+02 6.822735197587569481e-03
1.035000000000000000e+02 6.653159850652698090e-03
1.042500000000000000e+02 6.470520873203935812e-03
1.050000000000000000e+02 6.278654618934643820e-03
1.057500000000000000e+02 6.082174726255087406e-03
1.065000000000000000e+02 5.882514731610345368e-03
1.072500000000000000e+02 5.681264685983010952e-03
1.080000000000000000e+02 5.476263646208257355e-03
1.087500000000000000e+02 5.269387109359794166e-03
1.095000000000000000e+02 5.058979402988035209e-03
1.102500000000000000e+02 4.846806111854629236e-03
1.110000000000000000e+02 4.636388644629862478e-03
1.117500000000000000e+02 4.426849089359415762e-03
1.125000000000000000e+02 4.232344660678166552e-03
1.132500000000000000e+02 4.045357795291515228e-03
1.140000000000000000e+02 3.890236300251678162e-03
1.147500000000000000e+02 3.751047490385248009e-03
1.155000000000000000e+02 3.653061532049873324e-03
1.162500000000000000e+02 3.575676999480025507e-03
1.170000000000000000e+02 3.533393235881817241e-03
1.177500000000000000e+02 3.508659856769428750e-03
1.185000000000000000e+02 3.500872397956729561e-03
1.192500000000000000e+02 3.501557899293874371e-03
1.200000000000000000e+02 3.499398099530917714e-03
1.207500000000000000e+02 3.495815649217910107e-03
1.215000000000000000e+02 3.474877412754929108e-03
1.222500000000000000e+02 3.445261283216962279e-03
1.230000000000000000e+02 3.394164906719729109e-03
1.237500000000000000e+02 3.332328406742861467e-03
1.245000000000000000e+02 3.256809309415768447e-03
1.252500000000000000e+02 3.174448913413562088e-03
1.260000000000000000e+02 3.094839443564905129e-03
1.267500000000000000e+02 3.016605436793022652e-03
1.275000000000000000e+02 2.956238834885386007e-03
1.282500000000000000e+02 2.904805935409873145e-03
1.290000000000000000e+02 2.873356661633565297e-03
1.297500000000000000e+02 2.851899200706860173e-03
1.305000000000000000e+02 2.838052793913084775e-03
1.312500000000000000e+02 2.828011914185774023e-03
1.320000000000000000e+02 2.811177552350681026e-03
1.327500000000000000e+02 2.790946449461695171e-03
1.335000000000000000e+02 2.762392956192898964e-03
1.342500000000000000e+02 2.729678267734197365e-03
1.350000000000000000e+02 2.702917834424587145e-03
1.357500000000000000e+02 2.679134528689523266e-03
1.365000000000000000e+02 2.677421783781579710e-03
1.372500000000000000e+02 2.686744319287197400e-03
1.380000000000000000e+02 2.720694933334066781e-03
1.387500000000000000e+02 2.766959586651561356e-03
1.395000000000000000e+02 2.826069514777482857e-03
1.402500000000000000e+02 2.891602080307617822e-03
1.410000000000000000e+02 2.958570276938857907e-03
1.417500000000000000e+02 3.026256289120650336e-03
1.425000000000000000e+02 3.095562628533157865e-03
1.432500000000000000e+02 3.165679131561021861e-03
1.440000000000000000e+02 3.243011251713205471e-03
1.447500000000000000e+02 3.323951180427548672e-03
1.455000000000000000e+02 3.408226311638415471e-03
1.462500000000000000e+02 3.494169044097543420e-03
1.470000000000000000e+02 3.563400561655046244e-03
1.477500000000000000e+02 3.624276471761735639e-03
1.485000000000000000e+02 3.645273757540237660e-03
1.492500000000000000e+02 3.646331731154644259e-03
1.500000000000000000e+02 3.605806314324951512e-03
1.507500000000000000e+02 3.544489202273209093e-03
1.515000000000000000e+02 3.470690434353536878e-03
1.522500000000000000e+02 3.390650838499901284e-03
1.530000000000000000e+02 3.336505539766752154e-03
1.537500000000000000e+02 3.295307389593847124e-03
1.545000000000000000e+02 3.302161521901741080e-03
1.552500000000000000e+02 3.333041795450035396e-03
1.560000000000000000e+02 3.403916713360160759e-03
1.567500000000000000e+02 3.494788953451201212e-03
1.575000000000000000e+02 3.590621888277727419e-03
1.582500000000000000e+02 3.688935170471995852e-03
1.590000000000000000e+02 3.770005609816734320e-03
1.597500000000000000e+02 3.842454627736708022e-03
1.605000000000000000e+02 3.924697941117166397e-03
1.612500000000000000e+02 4.011838402227865807e-03
1.620000000000000000e+02 4.148459188819680551e-03
1.627500000000000000e+02 4.309820138152051228e-03
1.635000000000000000e+02 4.511659741276402569e-03
1.642500000000000000e+02 4.733738671296745110e-03
1.650000000000000000e+02 4.963797690188413193e-03
1.657500000000000000e+02 5.197846753515741880e-03
1.665000000000000000e+02 5.455672870583942562e-03
1.672500000000000000e+02 5.725387514522580108e-03
1.680000000000000000e+02 6.070741959552509656e-03
1.687500000000000000e+02 6.453916305128087373e-03
1.695000000000000000e+02 6.908140560096712179e-03
1.702500000000000000e+02 7.397889769761861398e-03
1.710000000000000000e+02 7.883557574808080712e-03
1.717500000000000000e+02 8.367184677544837676e-03
1.725000000000000000e+02 8.769408208644212388e-03
1.732500000000000000e+02 9.130929953924896841e-03
1.740000000000000000e+02 9.365607908572206805e-03
1.747500000000000000e+02 9.536863967902828657e-03
1.755000000000000000e+02 9.571996810248405846e-03
1.762500000000000000e+02 9.539068044101463306e-03
