1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,
0.0,0.0016698258999999999,0.0014319855,0.001610189,0.0014702435000000002,0.0015788592000000002,0.0013692263,0.0016004232999999998,0.0013595454000000001,0.0017383096,0.001522863,0.0018588572,0.0015073227,0.0020529142,0.0018813764999999999,0.0021697609,0.0018979572,0.002179997,0.0019478028,0.0021379474,0.0020009686,0.0019527617000000001,0.0016301442,0.0018456263,0.0017113903,0.0019527617000000001,0.0016301442,0.0018483921,0.0017713829999999999,0.0016683907,0.0014161869,0.0015775576999999999,0.0014794707000000001,0.0015494801999999998,0.001371174,0.0015690326000000001,0.0013136317,0.0017785543,0.0017008143,0.0019291767000000001,0.0016811791000000001,0.0021516384,0.002046966,0.0022192217,0.0020728731,0.0022035324,0.0019293287,0.0021379474,0.0020009686,0.002179997,0.0019478028,0.0021033873,0.0019758088,0.0019443653,0.0017119245,0.0018095682,0.0018547036999999999,0.0016080272,0.0013517173999999998,0.0014912772,0.0014716704000000001,0.0014856408,0.0014078271,0.0015439957999999999,0.0017995381,0.0019200209,0.0019291767000000001,0.0016811791000000001,0.0021516384,0.002046966,0.0021697609,0.0018979572,0.0020529142,0.0018813764999999999,0.0020563523,0.0016923651000000002,0.0021052822,0.0019485319,0.0020366335999999997,0.0018976584,0.0018869039000000002,0.0017887266,0.0017671796,0.0019801971,0.0015496760999999999,0.0014912772,0.0014716704000000001,0.0014856408,0.0014078271,0.0015690326000000001,0.0013136317,0.0017785543,0.0017008143,0.0018588572,0.0015073227,0.0017383096,0.001522863,0.0017938804999999998,0.0014181279,0.0019541638,0.0017163357999999999,0.0019962726999999997,0.0016093392999999999,0.0020486366,0.0019814563,0.0020366335999999997,0.0018976584,0.0018869039000000002,0.0017887266,0.0018095682,0.0018547036999999999,0.0016080272,0.0013517173999999998,0.0015775576999999999,0.0014794707000000001,0.0015494801999999998,0.001371174,0.0016004232999999998,0.0013595454000000001,0.0015788592000000002,0.0013692263,0.0016001073,0.0013838856,0.0017119298000000001,0.0014472813,0.0017938804999999998,0.0014181279,0.0019541638,0.0017163357999999999,0.0020563523,0.0016923651000000002,0.0021052822,0.0019485319,0.0021033873,0.0019758088,0.0019443653,0.0017119245,0.0018483921,0.0017713829999999999,0.0016683907,0.0014161869,0.001610189,0.0014702435000000002,
0.2,0.0023418575,0.0019974657,0.0022898848,0.0020256526,0.0022931531,0.0019748108,0.002326742,0.0019386357,0.0025085306,0.0022028574,0.0026538319,0.0021838696,0.0028740179,0.0026590092,0.0030003918,0.0027084434,0.0029691743,0.0026754553000000003,0.0028910591999999997,0.0027640692999999997,0.0026478241999999996,0.0022141137,0.00252067,0.0023190153,0.0026478241999999996,0.0022141137,0.0025277221,0.0024115061,0.0023363003,0.0019703259,0.0022337038,0.0020347913,0.0022394445000000003,0.0019685882,0.0022701812,0.0018625236999999998,0.0025566310999999998,0.0024640639999999998,0.0027459513,0.0024472525,0.0030003173,0.002893862,0.0030605079,0.0029691453000000004,0.0029900921000000002,0.0026391015,0.0028910591999999997,0.0027640692999999997,0.0029691743,0.0026754553000000003,0.00286482,0.0027464825,0.0026496337,0.0023402324,0.0024833255,0.0025591503,0.002244288,0.0018713318,0.002101886,0.0020254324,0.0021371237,0.0020222224,0.0022291018,0.002582581,0.0027970164,0.0027459513,0.0024472525,0.0030003173,0.002893862,0.0030003918,0.0027084434,0.0028740179,0.0026590092,0.0028611623999999997,0.0024163707,0.0028925382,0.0027104593,0.0027976022,0.0026671288000000002,0.0025871945000000003,0.0024773922,0.0024302407,0.002764813,0.0021597292,0.002101886,0.0020254324,0.0021371237,0.0020222224,0.0022701812,0.0018625236999999998,0.0025566310999999998,0.0024640639999999998,0.0026538319,0.0021838696,0.0025085306,0.0022028574,0.0025704546,0.0020589274,0.0027496015999999997,0.0024382762,0.0027891906,0.0023035675,0.0028289169,0.0027834807,0.0027976022,0.0026671288000000002,0.0025871945000000003,0.0024773922,0.0024833255,0.0025591503,0.002244288,0.0018713318,0.0022337038,0.0020347913,0.0022394445000000003,0.0019685882,0.002326742,0.0019386357,0.0022931531,0.0019748108,0.0023322888,0.0019793321,0.0024756996,0.0020967279,0.0025704546,0.0020589274,0.0027496015999999997,0.0024382762,0.0028611623999999997,0.0024163707,0.0028925382,0.0027104593,0.00286482,0.0027464825,0.0026496337,0.0023402324,0.0025277221,0.0024115061,0.0023363003,0.0019703259,0.0022898848,0.0020256526,
0.4,0.0032281497,0.0027302126000000003,0.0031878515999999996,0.0027456922999999998,0.0032291363,0.0027536008,0.0032750482,0.0026875760999999997,0.0035066363,0.0030726215999999995,0.0036819778999999998,0.0030533621,0.0039371508,0.0036608112,0.0040687103,0.0037526552,0.0039897228000000005,0.0036117159999999996,0.0038569931,0.0037353664,0.0035521312,0.0029648298,0.0034018225,0.0030917554,0.0035521312,0.0029648298,0.0034291804999999997,0.0032418019,0.0032263496999999997,0.0026930785,0.0031138415999999998,0.0027685857,0.0031508390000000003,0.0027397684,0.0031944766999999997,0.0025764916,0.0035688268,0.0034528545,0.0038048759999999996,0.0034500427,0.0040891546,0.003983308400000001,0.0041335963,0.0041336782,0.0039909582,0.0035379701,0.0038569931,0.0037353664,0.0039897228000000005,0.0036117159999999996,0.0038756392,0.0037492140000000003,0.0035995395000000003,0.0031744623,0.0034140346999999996,0.0035159672999999997,0.0031166039,0.0025601678,0.0029406804,0.0027786296999999997,0.0030100509,0.0028232591,0.0031392016999999997,0.0036060877000000002,0.0039509119,0.0038048759999999996,0.0034500427,0.0040891546,0.003983308400000001,0.0040687103,0.0037526552,0.0039371508,0.0036608112,0.0039207131,0.003347746,0.003950889,0.0037309115,0.0038501239000000003,0.0037013538,0.0035710077,0.0034332539,0.0033700091,0.0038656886999999997,0.0030135855,0.0029406804,0.0027786296999999997,0.0030100509,0.0028232591,0.0031944766999999997,0.0025764916,0.0035688268,0.0034528545,0.0036819778999999998,0.0030533621,0.0035066363,0.0030726215999999995,0.0035782428999999996,0.0028770707,0.0037966982,0.0033800829,0.0038496401,0.0032004088,0.0039025659,0.0038869819,0.0038501239000000003,0.0037013538,0.0035710077,0.0034332539,0.0034140346999999996,0.0035159672999999997,0.0031166039,0.0025601678,0.0031138415999999998,0.0027685857,0.0031508390000000003,0.0027397684,0.0032750482,0.0026875760999999997,0.0032291363,0.0027536008,0.0032858540999999995,0.0027478372999999996,0.0034658345000000003,0.0029253487,0.0035782428999999996,0.0028770707,0.0037966982,0.0033800829,0.0039207131,0.003347746,0.003950889,0.0037309115,0.0038756392,0.0037492140000000003,0.0035995395000000003,0.0031744623,0.0034291804999999997,0.0032418019,0.0032263496999999997,0.0026930785,0.0031878515999999996,0.0027456922999999998,
0.6,0.0043420509999999995,0.0036155956,0.0043195725,0.0036144947999999996,0.0043990327000000004,0.00369121,0.0044557172,0.0035940419,0.0047332239,0.0041128788,0.0049430459999999996,0.0041033442,0.0052343983,0.0048633009999999996,0.0053651997,0.0050152813000000004,0.0052325335999999995,0.0047309895,0.0050261258000000005,0.0048878621,0.0046662056,0.0038609628,0.0044938775,0.004003851,0.0046662056,0.0038609628,0.0045626267,0.0042413143,0.0043554342,0.0035716029,0.004239109699999999,0.0036693827000000004,0.0043017329,0.0036740895,0.0043617623,0.0034468032,0.0048262661,0.0046606270000000005,0.0051159566999999994,0.0046928828,0.005414464599999999,0.0052990081000000005,0.005429682700000001,0.005561556800000001,0.0051931432,0.0045969794,0.0050261258000000005,0.0048878621,0.0052325335999999995,0.0047309895,0.0051363236,0.004960454,0.004805415,0.0042015165,0.0046240487,0.0047185724,0.0042506824,0.0034090031,0.0040366349,0.0037267094,0.0041313052,0.0038078552000000002,0.0043007988,0.0048888927,0.0053905128,0.0051159566999999994,0.0046928828,0.005414464599999999,0.0052990081000000005,0.0053651997,0.0050152813000000004,0.0052343983,0.0048633009999999996,0.0052276363000000005,0.0044624869,0.0052819418,0.0049959515999999995,0.005207733,0.0049862138,0.0048633549,0.0046589773,0.0046168811,0.0052917342,0.0041432355,0.0040366349,0.0037267094,0.0041313052,0.0038078552000000002,0.0043617623,0.0034468032,0.0048262661,0.0046606270000000005,0.0049430459999999996,0.0041033442,0.0047332239,0.0041128788,0.0048110016,0.003853362,0.0050873388,0.0045178366,0.0051733217,0.0042742493,0.005278214200000001,0.0052889442,0.005207733,0.0049862138,0.0048633549,0.0046589773,0.0046240487,0.0047185724,0.0042506824,0.0034090031,0.004239109699999999,0.0036693827000000004,0.0043017329,0.0036740895,0.0044557172,0.0035940419,0.0043990327000000004,0.00369121,0.0044679203,0.0036755277000000003,0.0046793832,0.0039103793,0.0048110016,0.003853362,0.0050873388,0.0045178366,0.0052276363000000005,0.0044624869,0.0052819418,0.0049959515999999995,0.0051363236,0.004960454,0.004805415,0.0042015165,0.0045626267,0.0042413143,0.0043554342,0.0035716029,0.0043195725,0.0036144947999999996,
0.8,0.005689399499999999,0.004614238400000001,0.005691765400000001,0.004591588,0.0058047774,0.0047481473,0.0058663384,0.004619579699999999,0.0061705262,0.005275906800000001,0.0064139876,0.0052928738,0.006729199399999999,0.0062055963,0.0068536689,0.0064452934,0.0066656147,0.0059742269999999995,0.0063740574,0.0061626389000000005,0.005980917,0.0048571706,0.005794598299999999,0.00500642,0.005980917,0.0048571706,0.005924856700000001,0.0053592674,0.005729510300000001,0.0045660688,0.0056170907,0.0046941951,0.0056970301,0.0047339483000000005,0.0057756138,0.0044363877,0.0063189214,0.006048255400000001,0.006664510500000001,0.0061462743999999995,0.0069464788,0.006788298199999999,0.006916130899999999,0.0072099199,0.0065669714,0.0057593207999999995,0.0063740574,0.0061626389000000005,0.0066656147,0.0059742269999999995,0.006618742800000001,0.0063163931000000005,0.0062553462,0.0053724796,0.0061071931999999995,0.006113088199999999,0.0056520408,0.004376191,0.0053986161,0.0048242496,0.0055108698,0.004943401599999999,0.0057221099,0.0064269887,0.007088006500000001,0.006664510500000001,0.0061462743999999995,0.0069464788,0.006788298199999999,0.0068536689,0.0064452934,0.006729199399999999,0.0062055963,0.0067395418,0.005701959300000001,0.006848306,0.0064434565,0.006837510799999999,0.0064566289,0.0064487187,0.0061047887,0.0061631391,0.006990623299999999,0.0055548992,0.0053986161,0.0048242496,0.0055108698,0.004943401599999999,0.0057756138,0.0044363877,0.0063189214,0.006048255400000001,0.0064139876,0.0052928738,0.0061705262,0.005275906800000001,0.006240288,0.0049429960999999994,0.006579736,0.0057876754,0.006715175699999999,0.005464365,0.0069154375,0.0069276091,0.006837510799999999,0.0064566289,0.0064487187,0.0061047887,0.0061071931999999995,0.006113088199999999,0.0056520408,0.004376191,0.0056170907,0.0046941951,0.0056970301,0.0047339483000000005,0.0058663384,0.004619579699999999,0.0058047774,0.0047481473,0.0058742661,0.0047232149,0.0060959256000000005,0.0050021358,0.006240288,0.0049429960999999994,0.006579736,0.0057876754,0.0067395418,0.005701959300000001,0.006848306,0.0064434565,0.006618742800000001,0.0063163931000000005,0.0062553462,0.0053724796,0.005924856700000001,0.0053592674,0.005729510300000001,0.0045660688,0.005691765400000001,0.004591588,
1.0,0.007282964300000001,0.0056777061,0.007314806899999999,0.0056299962,0.007450384799999999,0.0058732723,0.0075048025,0.0057128334,0.0078012356,0.0065042719,0.0080664455,0.0065667112,0.0083803342,0.007614645600000001,0.0084949304,0.0079747513,0.0082621798,0.0072770638,0.0078897847,0.0074947678000000005,0.0075024196,0.0059075657,0.0073161563,0.0060528712,0.0075024196,0.0059075657,0.0075214423,0.0065411003,0.0073591176,0.0056258281999999995,0.007255245400000001,0.0057873757,0.0073390061,0.0058673171999999996,0.0074310056,0.005492451,0.0080250643,0.0075571245999999995,0.008419155,0.0077569563,0.008645884599999999,0.008381881800000001,0.008556533199999999,0.009012515799999999,0.0080931344,0.0069671321,0.0078897847,0.0074947678000000005,0.0082621798,0.0072770638,0.008293771,0.0077417857999999996,0.007938361,0.0066265704,0.007849489599999999,0.0076237351,0.0073221397,0.0054040904,0.0070284564,0.006003635500000001,0.0071490715000000005,0.006178141999999999,0.007397172099999999,0.008197286600000001,0.0089877348,0.008419155,0.0077569563,0.008645884599999999,0.008381881800000001,0.0084949304,0.0079747513,0.0083803342,0.007614645600000001,0.0084072937,0.0069975413,0.0086012307,0.0079917112,0.0086845768,0.0080255902,0.008292190500000001,0.007690919599999999,0.007982139499999999,0.0088730756,0.007244771600000001,0.0070284564,0.006003635500000001,0.0071490715000000005,0.006178141999999999,0.0074310056,0.005492451,0.0080250643,0.0075571245999999995,0.0080664455,0.0065667112,0.0078012356,0.0065042719,0.0078404328,0.0060928238,0.0082274663,0.0071138986,0.0084185622,0.0067016575,0.008750622900000001,0.0087103239,0.0086845768,0.0080255902,0.008292190500000001,0.007690919599999999,0.007849489599999999,0.0076237351,0.0073221397,0.0054040904,0.007255245400000001,0.0057873757,0.0073390061,0.0058673171999999996,0.0075048025,0.0057128334,0.007450384799999999,0.0058732723,0.0075042928,0.005839624,0.0077000949,0.0061446437,0.0078404328,0.0060928238,0.0082274663,0.0071138986,0.0084072937,0.0069975413,0.0086012307,0.0079917112,0.008293771,0.0077417857999999996,0.007938361,0.0066265704,0.0075214423,0.0065411003,0.0073591176,0.0056258281999999995,0.007314806899999999,0.0056299962,
1.2,0.0091452924,0.0067620432,0.0092066248,0.006690533100000001,0.009348437,0.007019042099999999,0.0093785578,0.0068251308,0.009623388100000001,0.0077523311999999995,0.0098820089,0.007874582199999999,0.0101613026,0.0090330864,0.010263425500000001,0.0095432454,0.010016052099999999,0.0085938439,0.0095868273,0.0088365718,0.0092593398,0.0069815706000000005,0.009089601999999999,0.0071154689000000005,0.0092593398,0.0069815706000000005,0.0093751896,0.0077484676,0.0092660289,0.0067051841,0.0091703385,0.0068996825,0.0092360628,0.0070248559,0.0093232321,0.006564544499999999,0.0099216674,0.0091299451,0.0103414065,0.0094669648,0.0104767769,0.010018095999999999,0.0103234795,0.0109027727,0.0097745642,0.0081822755,0.0095868273,0.0088365718,0.010016052099999999,0.0085938439,0.010148496199999999,0.0091786566,0.0098583535,0.007913051800000001,0.0098458269,0.0091807122,0.0092725803,0.0064392495,0.0089357295,0.0071992537,0.009046691400000001,0.0074594462,0.0093139769,0.010165000300000001,0.0110265999,0.0103414065,0.0094669648,0.0104767769,0.010018095999999999,0.010263425500000001,0.0095432454,0.0101613026,0.0090330864,0.010198421,0.0082977946,0.010502864099999999,0.0095705739,0.0106953237,0.009618152900000001,0.0103603054,0.009336622099999999,0.0100493197,0.0108461271,0.009217129899999999,0.0089357295,0.0071992537,0.009046691400000001,0.0074594462,0.0093232321,0.006564544499999999,0.0099216674,0.0091299451,0.0098820089,0.007874582199999999,0.009623388100000001,0.0077523311999999995,0.0096080978,0.0072601287,0.010004251700000001,0.0084397877,0.0102416203,0.007937153,0.0107224224,0.010549041399999999,0.0106953237,0.009618152900000001,0.0103603054,0.009336622099999999,0.0098458269,0.0091807122,0.0092725803,0.0064392495,0.0091703385,0.0068996825,0.0092360628,0.0070248559,0.0093785578,0.0068251308,0.009348437,0.007019042099999999,0.009369783100000001,0.006975536,0.0094979561,0.0072971634,0.0096080978,0.0072601287,0.010004251700000001,0.0084397877,0.010198421,0.0082977946,0.010502864099999999,0.0095705739,0.010148496199999999,0.0091786566,0.0098583535,0.007913051800000001,0.0093751896,0.0077484676,0.0092660289,0.0067051841,0.0092066248,0.006690533100000001,
1.4,0.0112990381,0.007834734,0.0113862544,0.0077471467000000006,0.011515838799999999,0.0081512927,0.011502821399999998,0.0079213692,0.011649683000000001,0.0089978871,0.011854401499999999,0.0091848019,0.012062369199999999,0.0104356489,0.012146998,0.0111168446,0.011934752600000001,0.0099067171,0.0114905709,0.0101689855,0.0112876475,0.0080657355,0.011149958500000001,0.0081863762,0.0112876475,0.0080657355,0.0115158527,0.0089642417,0.0114773669,0.007772348,0.011388175700000001,0.0079988958,0.011403536499999999,0.008172595999999999,0.0114514725,0.0076185193,0.0119884548,0.010728904499999999,0.0123913605,0.0112333134,0.0124094871,0.011662501899999999,0.0121980885,0.0128372411,0.011626766799999999,0.0093929562,0.0114905709,0.0101689855,0.011934752600000001,0.0099067171,0.0121817327,0.0106010409,0.0120286298,0.0092010415,0.012102505500000001,0.0107380106,0.0115288251,0.0074464586,0.0111450612,0.0083658607,0.0112107498,0.008749966,0.0114605173,0.0122899623,0.013157598700000002,0.0123913605,0.0112333134,0.0124094871,0.011662501899999999,0.012146998,0.0111168446,0.012062369199999999,0.0104356489,0.0121001955,0.0095828949,0.0125290004,0.0111405517,0.012825698200000001,0.011194025,0.012629623799999998,0.0109832725,0.0123532977,0.0128418192,0.011494151299999998,0.0111450612,0.0083658607,0.0112107498,0.008749966,0.0114514725,0.0076185193,0.0119884548,0.010728904499999999,0.011854401499999999,0.0091848019,0.011649683000000001,0.0089978871,0.011561397099999999,0.0084218516,0.0119073464,0.0097441749,0.0121635876,0.009155522,0.012781688999999999,0.012387811799999999,0.012825698200000001,0.011194025,0.012629623799999998,0.0109832725,0.012102505500000001,0.0107380106,0.0115288251,0.0074464586,0.011388175700000001,0.0079988958,0.011403536499999999,0.008172595999999999,0.011502821399999998,0.0079213692,0.011515838799999999,0.0081512927,0.011490174399999999,0.0080932423,0.011513904699999999,0.0084433701,0.011561397099999999,0.0084218516,0.0119073464,0.0097441749,0.0121001955,0.0095828949,0.0125290004,0.0111405517,0.0121817327,0.0106010409,0.0120286298,0.0092010415,0.0115158527,0.0089642417,0.0114773669,0.007772348,0.0113862544,0.0077471467000000006,
1.6,0.013752399399999999,0.0088769209,0.013861986599999999,0.0087863146,0.0139616454,0.0092515197,0.013889007,0.0089833224,0.0138927949,0.0102402989,0.0139796325,0.010486863,0.014078326,0.0118315107,0.0141352586,0.0126967576,0.014019584199999999,0.011223645700000002,0.0136146904,0.011503532,0.013605871299999999,0.009157896,0.013514097,0.0092706228,0.013605871299999999,0.009157896,0.0139593542,0.0101877922,0.014011560400000001,0.0088112087,0.013933894399999999,0.009070963000000001,0.0138559446,0.0092950026,0.0138150106,0.0086398921,0.014204751699999999,0.012344303700000002,0.0145290518,0.013039943600000001,0.0144167919,0.013319720600000001,0.014162763500000002,0.0148136576,0.0136585755,0.010611472,0.0136146904,0.011503532,0.014019584199999999,0.011223645700000002,0.014384894399999999,0.0120164318,0.0144528548,0.0104793189,0.0146261987,0.0122812153,0.0141216414,0.008411953599999999,0.013691868400000001,0.0094861124,0.013652353899999999,0.0100335891,0.013825356499999998,0.0145299582,0.0153680325,0.0145290518,0.013039943600000001,0.0144167919,0.013319720600000001,0.0141352586,0.0126967576,0.014078326,0.0118315107,0.0141057224,0.010863099099999999,0.0146562043,0.01269977,0.015035808999999999,0.0127569156,0.015082065700000001,0.0126088722,0.014893846100000002,0.014838976200000001,0.0141126078,0.013691868400000001,0.0094861124,0.013652353899999999,0.0100335891,0.0138150106,0.0086398921,0.014204751699999999,0.012344303700000002,0.0139796325,0.010486863,0.0138927949,0.0102402989,0.013721194499999999,0.009571767,0.0139420632,0.0110411349,0.014173288000000001,0.0103709897,0.0148870732,0.014220271000000001,0.015035808999999999,0.0127569156,0.015082065700000001,0.0126088722,0.0146261987,0.0122812153,0.0141216414,0.008411953599999999,0.013933894399999999,0.009070963000000001,0.0138559446,0.0092950026,0.013889007,0.0089833224,0.0139616454,0.0092515197,0.0138774639,0.0091704373,0.013770997,0.009585876600000001,0.013721194499999999,0.009571767,0.0139420632,0.0110411349,0.0141057224,0.010863099099999999,0.0146562043,0.01269977,0.014384894399999999,0.0120164318,0.0144528548,0.0104793189,0.0139593542,0.0101877922,0.014011560400000001,0.0088112087,0.013861986599999999,0.0087863146,
1.8,0.0164795408,0.0098841867,0.016612071699999998,0.009805668299999999,0.0166665911,0.010315061,0.0165245021,0.0100072027,0.016343079099999998,0.0114921654,0.0162395688,0.011786545800000001,0.016190625,0.013259828799999998,0.0162045831,0.014319854299999999,0.016244275,0.0125757825,0.0159389151,0.01288164,0.0161902375,0.0102636144,0.01615797,0.0103819797,0.0161902375,0.0102636144,0.0166817355,0.011431493700000002,0.0168551508,0.00981894,0.016809673100000002,0.0101158687,0.0165885569,0.0103903029,0.0164003656,0.0096274017,0.0165397839,0.0139946309,0.0167107479,0.0149007677,0.016466517,0.015038156499999998,0.0161920799,0.0168806502,0.0158541376,0.0118719869,0.0159389151,0.01288164,0.016244275,0.0125757825,0.016718395100000002,0.013463667700000001,0.0170984625,0.0117545305,0.0173995357,0.013832473400000002,0.0170630327,0.009337484200000001,0.016602264499999998,0.010568804,0.0163734134,0.0113112879,0.016389864599999998,0.0168385821,0.0176891734,0.0167107479,0.0149007677,0.016466517,0.015038156499999998,0.0162045831,0.014319854299999999,0.016190625,0.013259828799999998,0.016193411100000003,0.012169878500000002,0.0168419594,0.014287605600000001,0.017274503700000002,0.0143581959,0.0176862026,0.0142373303,0.0176630113,0.0168812526,0.0171024693,0.016602264499999998,0.010568804,0.0163734134,0.0113112879,0.0164003656,0.0096274017,0.0165397839,0.0139946309,0.0162395688,0.011786545800000001,0.016343079099999998,0.0114921654,0.0160848203,0.0107128524,0.0160983743,0.0123723172,0.0162491642,0.011616045600000001,0.016990986399999998,0.016102458400000002,0.017274503700000002,0.0143581959,0.0176862026,0.0142373303,0.0173995357,0.013832473400000002,0.0170630327,0.009337484200000001,0.016809673100000002,0.0101158687,0.0165885569,0.0103903029,0.0165245021,0.0100072027,0.0166665911,0.010315061,0.0165136024,0.010200923399999999,0.0162637256,0.0107354261,0.0160848203,0.0107128524,0.0160983743,0.0123723172,0.016193411100000003,0.012169878500000002,0.0168419594,0.014287605600000001,0.016718395100000002,0.013463667700000001,0.0170984625,0.0117545305,0.0166817355,0.011431493700000002,0.0168551508,0.00981894,0.016612071699999998,0.009805668299999999,
